,xopt,yopt,regret,doe,normalized_regret,f_s,min_dist_to_opt,max_dist_to_opt,real_xopt,real_yopt,bo_history
0,"[2.5013216872783937, -3.671817855663993]",[-43.18614353],[8.54385647],"[array([ 0.1758582 , -3.16558075]), array([-2.31667306, -3.91364978]), array([ 2.05135954, -2.72816899]), array([-1.76803847,  2.12512179]), array([-3.32068343, -1.61070106]), array([1.73318128, 5.        ])]",[0.00432671],0,0.490026954770136,7.308298192562594,[ 1.7992 -2.308 ],-51.73,"[[[0.17585820380016226, -3.1655807521586263], [-2.316673062648423, -3.913649783319297], [2.051359541872906, -2.728168992006477], [-1.7680384690431987, 2.1251217863516807], [-3.320683430736229, -1.6107010590598219], [1.7331812798239723, 5.0]], [[-3.490169208027347, -2.651255052536765]], [[4.550355775869141, -1.1668795371252108]], [[-1.588925246126105, 2.1868928138727335]], [[1.5724157189616583, -0.6353114627173688]], [[2.5999161808492675, -5.0]], [[-5.0, 5.0]], [[-4.976719605956213, -4.469864491762065]], [[2.5014444232943505, -2.411351628310086]], [[-0.49077107295253874, -1.1592185999070246]], [[-3.7185440689091043, 3.852025228958919]], [[2.4527654855701, 3.674839539683882]], [[-0.8936926237979588, -4.288576256997545]], [[-0.5184405828328877, 5.0]], [[3.576138789148004, 3.4535961916232765]], [[3.329712090906966, -3.2963662495967307]], [[1.695209828224593, -3.7627802769823044]], [[1.4193710167937617, -1.9455877331810547]], [[-0.029751760378447407, 2.0394388292612255]], [[-1.9482387885579955, 5.0]], [[0.6120365818489039, 0.21588516338924382]], [[2.4816521238730562, 2.017458973693457]], [[2.5013216872783937, -3.671817855663993]], [[0.8203977254881286, 1.2118122586354247]], [[4.549643727543139, -5.0]], [[3.3450886055932925, -5.0]], [[0.1653358566167013, 0.43784432602962553]]]"
1,"[-0.16253220052954906, -5.0]",[52.36400485],[22.39400485],"[array([ 0.1758582 , -3.16558075]), array([-2.31667306, -3.91364978]), array([ 2.05135954, -2.72816899]), array([-1.76803847,  2.12512179]), array([-3.32068343, -1.61070106]), array([1.73318128, 5.        ])]",[0.00963471],1,1.5601781588630332,6.758781050350433,[ 0.8744 -1.704 ],29.97,"[[[0.17585820380016226, -3.1655807521586263], [-2.316673062648423, -3.913649783319297], [2.051359541872906, -2.728168992006477], [-1.7680384690431987, 2.1251217863516807], [-3.320683430736229, -1.6107010590598219], [1.7331812798239723, 5.0]], [[-0.715611693293793, -0.5405395833909186]], [[-1.7191886729300032, -0.03290720366759459]], [[3.8892201383941902, 3.572094562200368]], [[2.5640305261228047, -0.4027926042998402]], [[-0.16253220052954906, -5.0]], [[5.0, -1.9183100608584793]], [[0.1771639399351962, -4.985393519319899]], [[2.9655525106943013, 5.0]], [[-5.0, 5.0]], [[-0.46610970525375206, -4.5460235594202]], [[0.36177516245637337, 5.0]], [[2.495709603002426, 5.0]], [[-0.08601610101396491, -3.9017967398243605]], [[0.9086013157571264, 0.11339838443554795]], [[-5.0, -5.0]], [[3.237356139811595, -5.0]], [[0.32460135121123784, -0.9701954578263529]], [[1.4589383681444341, -0.752578421379274]], [[1.8816488782076757, 1.9837317435352924]], [[2.870613817199414, 3.343641058736144]], [[3.423486643445011, -3.3132597019585512]], [[-2.575944755667449, 1.5267239079169337]], [[1.6298519879961846, 0.9184057976639163]], [[-4.1198655540074745, -3.935461308021766]], [[1.5403398780398032, 1.4815348618126265]], [[2.058811759168324, 1.2457847269695759]]]"
2,"[2.34818742567267, 2.9440637848229847]",[-40.72358935],[10.98641065],"[array([ 0.1758582 , -3.16558075]), array([-2.31667306, -3.91364978]), array([ 2.05135954, -2.72816899]), array([-1.76803847,  2.12512179]), array([-3.32068343, -1.61070106]), array([1.73318128, 5.        ])]",[0.00631675],2,2.0602817970872374,8.594502774350262,[2.604  3.1328],-51.71,"[[[0.17585820380016226, -3.1655807521586263], [-2.316673062648423, -3.913649783319297], [2.051359541872906, -2.728168992006477], [-1.7680384690431987, 2.1251217863516807], [-3.320683430736229, -1.6107010590598219], [1.7331812798239723, 5.0]], [[-1.7132807430659702, 1.0170253270471807]], [[-3.392644912157742, -2.8892844238243454]], [[0.667450021218673, 0.9445161790838074]], [[2.0327287407487775, 1.5992799916485332]], [[1.3637202559471908, 0.5881404715003521]], [[4.746137043671539, 3.473690428197826]], [[0.6647556767036837, 1.7856784540186157]], [[5.0, 2.250874751022758]], [[0.7815206221579948, 1.23123990979665]], [[-5.0, -4.578148431350364]], [[-5.0, 5.0]], [[0.16688834375115555, 0.8501304414347691]], [[-5.0, -1.1485847798025257]], [[3.0692324161531412, 3.16672691060592]], [[2.34818742567267, 2.9440637848229847]], [[5.0, -5.0]], [[3.7121994734315273, 5.0]], [[-3.1312994322256364, 1.548370482045835]], [[0.16607171658783657, -0.27019333103373583]], [[1.0562858177156487, -3.4971070494457996]], [[3.681168572495313, 0.3244785383238718]], [[2.0369918693905613, 2.7913538818754624]], [[-1.8358924122330846, -1.434466556642213]], [[-1.661052816380893, 3.624109319475546]], [[5.0, 5.0]], [[2.6531209759800958, 3.640878689488119]]]"
3,"[-5.0, -4.393675621756843]",[-263.55818182],[16.39181818],"[array([ 0.1758582 , -3.16558075]), array([-2.31667306, -3.91364978]), array([ 2.05135954, -2.72816899]), array([-1.76803847,  2.12512179]), array([-3.32068343, -1.61070106]), array([1.73318128, 5.        ])]",[0.0076631],3,1.3017523723478677,10.436113275760984,[-3.6176 -3.96  ],-279.95,"[[[0.17585820380016226, -3.1655807521586263], [-2.316673062648423, -3.913649783319297], [2.051359541872906, -2.728168992006477], [-1.7680384690431987, 2.1251217863516807], [-3.320683430736229, -1.6107010590598219], [1.7331812798239723, 5.0]], [[3.4930765799082426, 3.406039470421769]], [[-3.3531473217043484, -0.4081799290734036]], [[-1.4645554398918925, -3.3691313156994163]], [[-4.278613735972642, -1.3354622856565879]], [[5.0, -1.3401943181904836]], [[5.0, -4.691465649454727]], [[-2.533032356961306, -3.312225174631276]], [[-5.0, -5.0]], [[1.5079374600535798, -1.5169908658050213]], [[-5.0, 5.0]], [[3.9113347418633793, 0.5403453709491789]], [[-5.0, -4.260990702211374]], [[1.1094469247723353, 0.41413036846636475]], [[-3.9321895337506554, 1.3457208834697454]], [[1.2619086365101904, -3.9342853928174493]], [[-5.0, -4.393675621756843]], [[-1.1851692562078795, -2.6248403136123493]], [[-0.04049626884143646, 3.8382329843816665]], [[3.0757934291447393, -0.5096981668932319]], [[5.0, 1.8863320524077474]], [[-5.0, -4.555415867052043]], [[5.0, 2.5918405422129185]], [[2.788673251223024, -2.027549151429466]], [[-4.050258736424857, -4.415555599604011]], [[0.4882124359227879, -0.3351106890876716]], [[-2.0905752881541817, 1.5231636404351097]]]"
4,"[1.0695577663104003, 1.0142851500152656]",[934.59401383],[2.60401383],"[array([ 0.1758582 , -3.16558075]), array([-2.31667306, -3.91364978]), array([ 2.05135954, -2.72816899]), array([-1.76803847,  2.12512179]), array([-3.32068343, -1.61070106]), array([1.73318128, 5.        ])]",[0.00160095],4,3.345493937427835,6.03069871051676,[1.3384 0.8832],931.99,"[[[0.17585820380016226, -3.1655807521586263], [-2.316673062648423, -3.913649783319297], [2.051359541872906, -2.728168992006477], [-1.7680384690431987, 2.1251217863516807], [-3.320683430736229, -1.6107010590598219], [1.7331812798239723, 5.0]], [[0.6828915227871667, 1.2252275220903743]], [[-5.0, 5.0]], [[5.0, 1.039552890434414]], [[0.21864576402765137, 1.6667974035875572]], [[0.6337840332570877, 0.5316830647137086]], [[-1.4465477422748105, 1.2623924012685281]], [[2.032935514917578, 1.330599409093837]], [[-3.52300186937882, 3.1131116210449687]], [[-1.6351238127800767, 3.3102151345248267]], [[5.0, -4.919303723492067]], [[1.0695577663104003, 1.0142851500152656]], [[-2.002948349350698, 5.0]], [[3.5377457720253624, -4.36994089062147]], [[5.0, -0.5946282472378438]], [[5.0, -1.73592265623583]], [[-5.0, 2.0647957586704377]], [[-4.7712019075161285, -0.38945838273885447]], [[1.799080412491572, 0.736658418569707]], [[1.79526951199374, -3.5993689576724854]], [[1.7541936578825916, 3.489006799216958]], [[3.7099325613681735, 0.5877366583372897]], [[-0.6997983196530599, -1.2835595999915106]], [[-0.6162533601254242, -4.6910105295321705]], [[3.2283513620261646, -0.9656632337452753]], [[-4.875189250437052, -4.250827326591722]], [[-0.49965386854339927, 4.242782785074526]]]"
5,"[5.0, 4.102120866261722]",[131.29208207],[17.98208207],"[array([ 0.1758582 , -3.16558075]), array([-2.31667306, -3.91364978]), array([ 2.05135954, -2.72816899]), array([-1.76803847,  2.12512179]), array([-3.32068343, -1.61070106]), array([1.73318128, 5.        ])]",[0.00730982],5,1.8779356781774956,8.362711956091815,[2.1352 3.1656],113.31,"[[[0.17585820380016226, -3.1655807521586263], [-2.316673062648423, -3.913649783319297], [2.051359541872906, -2.728168992006477], [-1.7680384690431987, 2.1251217863516807], [-3.320683430736229, -1.6107010590598219], [1.7331812798239723, 5.0]], [[2.9742667769980713, 2.7605986651323424]], [[3.1232782630493254, -0.4559093604569118]], [[-1.9617996670394882, 3.9769152890032706]], [[3.2834223285582755, 1.4725173701160748]], [[-1.605657873245318, 0.2494024323450312]], [[4.8583634373067115, 4.5297646023052085]], [[-4.303072412479711, 0.7399480247158509]], [[3.0659800365979444, -5.0]], [[-0.8192076759470884, 2.4028023516253296]], [[-0.16152833386958404, 1.7661607132233785]], [[-0.7699407951293367, 3.3996251255462173]], [[-5.0, 2.5072516781054195]], [[-5.0, -0.09400264482980018]], [[-2.962044178680041, 1.8600870696671183]], [[5.0, 3.8087950668468333]], [[5.0, 4.102120866261722]], [[-5.0, -2.7014595144103852]], [[-5.0, 5.0]], [[1.3176231190235974, -0.6745487683616407]], [[4.48721362919146, -1.0935259665402608]], [[-3.9468413293391658, 1.6233506850020207]], [[3.3787855292163527, 4.104441332284888]], [[5.0, 2.2576517885383915]], [[1.5052880559278217, 0.7446783092348351]], [[0.03627602071329777, 2.100529597275]], [[-4.242853683659681, -3.5605880812604362]]]"
6,"[-1.6529778103586, 0.7303786722697552]",[-292.47330526],[7.54669474],"[array([ 0.1758582 , -3.16558075]), array([-2.31667306, -3.91364978]), array([ 2.05135954, -2.72816899]), array([-1.76803847,  2.12512179]), array([-3.32068343, -1.61070106]), array([1.73318128, 5.        ])]",[0.00404913],6,2.106534318651373,4.955777921303189,[-0.3008  0.6136],-300.02,"[[[0.17585820380016226, -3.1655807521586263], [-2.316673062648423, -3.913649783319297], [2.051359541872906, -2.728168992006477], [-1.7680384690431987, 2.1251217863516807], [-3.320683430736229, -1.6107010590598219], [1.7331812798239723, 5.0]], [[-2.893575410309043, 1.2843778880609547]], [[2.90043789895938, -2.0154081366879364]], [[5.0, 0.6311628764848817]], [[-5.0, 0.8696531616288037]], [[4.765011478148146, 1.8311266261777872]], [[4.357570375668704, 4.419991290836158]], [[3.474019812358474, 0.5497285951966653]], [[-1.6164255060729356, 0.2935988661205627]], [[-1.6046417588849113, 4.314387837385766]], [[-1.1324281832235765, 0.7174585250703878]], [[5.0, -0.5225570126682298]], [[-3.0795998013710957, -0.8902952406225619]], [[5.0, 2.972850638205596]], [[-1.2088864762516827, 3.5349577219750827]], [[-1.6529778103586, 0.7303786722697552]], [[5.0, -1.1713997442478334]], [[-2.832453001824997, 0.7621316323989076]], [[-5.0, 0.3065617336444968]], [[0.8328411260415545, 1.2090342777233685]], [[2.889752160129045, 5.0499761930493415e-05]], [[5.0, -5.0]], [[-5.0, -5.0]], [[1.1763556463557607, -0.9583954821946661]], [[-3.5980775201527, 4.519593911529093]], [[-5.0, 2.522070199731885]], [[-3.785712469837014, 4.0149851251046105]]]"
7,"[3.6309290082800985, -1.990583097746181]",[57.33903287],[12.62903287],"[array([ 0.1758582 , -3.16558075]), array([-2.31667306, -3.91364978]), array([ 2.05135954, -2.72816899]), array([-1.76803847,  2.12512179]), array([-3.32068343, -1.61070106]), array([1.73318128, 5.        ])]",[0.00823522],7,1.9445725348635086,6.267852265933128,[ 2.916  -0.9864],44.71,"[[[0.17585820380016226, -3.1655807521586263], [-2.316673062648423, -3.913649783319297], [2.051359541872906, -2.728168992006477], [-1.7680384690431987, 2.1251217863516807], [-3.320683430736229, -1.6107010590598219], [1.7331812798239723, 5.0]], [[2.5659172317086227, 1.8702255821407494]], [[3.926137510873536, -1.139081350211606]], [[5.0, -5.0]], [[4.396990254825986, -1.8160093687672019]], [[4.616694624125742, 0.18955409325240682]], [[3.6309290082800985, -1.990583097746181]], [[3.5925189293626794, -4.2924315339607855]], [[2.3619086381645515, -0.731770515778349]], [[0.9180782803437915, 0.9392459288829809]], [[-0.7898161190485463, 5.0]], [[5.0, 4.288818112874334]], [[3.390588247532063, -2.108720107205733]], [[-5.0, -5.0]], [[1.695064334983245, 0.08890361218182392]], [[0.3020162200568741, 3.064990738888934]], [[1.346001153616731, 2.2326575098982]], [[3.9769857573299303, -2.8842867840555644]], [[5.0, -2.1246909702155623]], [[-5.0, 5.0]], [[2.1020464505598406, 0.26121373852983104]], [[-0.661129967463876, 0.5147048099457949]], [[0.7206182357776909, 5.0]], [[4.522639823591407, -5.0]], [[-2.7417531187522446, 5.0]], [[-3.7075787648894374, 5.0]], [[-0.9609914162881883, -5.0]]]"
8,"[-2.952826302168237, 1.42049683613695]",[-973.58050276],[26.41949724],"[array([ 0.1758582 , -3.16558075]), array([-2.31667306, -3.91364978]), array([ 2.05135954, -2.72816899]), array([-1.76803847,  2.12512179]), array([-3.32068343, -1.61070106]), array([1.73318128, 5.        ])]",[0.01049264],8,0.496470830030087,6.562885574822041,[-2.2544  2.2248],-1000.0,"[[[0.17585820380016226, -3.1655807521586263], [-2.316673062648423, -3.913649783319297], [2.051359541872906, -2.728168992006477], [-1.7680384690431987, 2.1251217863516807], [-3.320683430736229, -1.6107010590598219], [1.7331812798239723, 5.0]], [[1.9796353447604382, 5.0]], [[-5.0, 5.0]], [[3.1746963162580637, 1.7282335228031906]], [[-2.952826302168237, 1.42049683613695]], [[-5.0, 0.39444205008424627]], [[-1.3112576505777227, 5.0]], [[0.16837771567736404, 0.8294577235159455]], [[-3.902582624491547, 1.251489044130203]], [[-2.643744531501863, 0.6419185073816315]], [[-2.409299983180125, 1.5449485305765955]], [[-2.5939316986928884, 2.680003649593431]], [[-4.99713304975896, -4.938919231960622]], [[1.4281771024767889, -0.23779042664348496]], [[5.0, 5.0]], [[-0.24645987734927574, 5.0]], [[-0.6237008135161489, 4.028872552166304]], [[5.0, -4.999999999999998]], [[-1.116321282987892, -1.0208668851052085]], [[4.080029108245664, 2.0480931918014735]], [[-5.0, -1.6437845992677727]], [[-3.735402132429255, -2.6943701194600456]], [[-1.9767373807120419, 2.9271242644868547]], [[5.0, -0.685814151667555]], [[-3.1247381860167325, 4.902680254957287]], [[1.1250719537498823, 1.2332380327611716]], [[3.5060547347638966, -2.1167049161012477]]]"
9,"[-2.5138389218034756, 3.5033159509782132]",[305.07279285],[0.87279285],"[array([ 0.1758582 , -3.16558075]), array([-2.31667306, -3.91364978]), array([ 2.05135954, -2.72816899]), array([-1.76803847,  2.12512179]), array([-3.32068343, -1.61070106]), array([1.73318128, 5.        ])]",[0.00046486],9,1.5891519202381321,7.750394242437066,[-2.5496  3.5088],304.2,"[[[0.17585820380016226, -3.1655807521586263], [-2.316673062648423, -3.913649783319297], [2.051359541872906, -2.728168992006477], [-1.7680384690431987, 2.1251217863516807], [-3.320683430736229, -1.6107010590598219], [1.7331812798239723, 5.0]], [[2.121201755938909, 4.607717227478673]], [[-0.33181297819733047, 4.610663690795404]], [[-2.1209867151223327, 4.745517836336774]], [[3.4850008937993255, 4.82111577818225]], [[0.2939113796892201, -2.4060844155619234]], [[1.8901282478309689, 4.573154065725106]], [[2.156533917170612, 2.227887064160929]], [[-3.9359608058882083, 2.3753007863026045]], [[-5.0, 4.583707933246906]], [[3.551940809503453, 1.3902989053828998]], [[-5.0, 3.9830623596705856]], [[-5.0, 1.2328320600832852]], [[5.0, 0.3834503791041439]], [[-5.0, 3.3147142688313056]], [[3.2522879178260418, 3.161219507892901]], [[-4.530408301151913, -4.588467746664964]], [[2.2394922753246864, 4.915785199384822]], [[-4.632588438319596, -0.24108246613012263]], [[2.958654186435325, -0.2990638104083798]], [[-3.5873000671735724, 3.905194257161545]], [[1.2535044454501731, 3.6646970737597235]], [[-4.0410427399547055, 4.416228229136514]], [[-2.5138389218034756, 3.5033159509782132]], [[-1.1469836455678228, 2.3249766586597453]], [[-3.5038222944708943, 2.748505852807403]], [[-2.9332791353806753, 1.134532318863113]]]"
