,xopt,yopt,regret,doe,precision,f_s,min_dist_to_opt,max_dist_to_opt,real_xopt,real_yopt,bo_history
0,"[0.8028286996563262, -0.27001711250346594]",[-38.58019357],[13.14980643],"[array([-1.54901728,  1.34212926]), array([ 3.81413919, -3.47714037]), array([2.30841543, 2.00327005]), array([0.50808908, 4.5586762 ]), array([-4.72791635, -2.09921999]), array([-1.67488531, -1.05830264])]",590019.5435543659,0,2.32956415408488,6.987002897769352,[ 1.7992 -2.308 ],-51.73,"[[[-1.5490172763624117, 1.3421292613366562], [3.8141391893829883, -3.4771403727037344], [2.3084154292899246, 2.0032700476195338], [0.5080890760859846, 4.558676202908305], [-4.727916352320665, -2.0992199858327094], [-1.674885310328631, -1.0583026364287274]], [[3.5606888728796706, -2.5547452076141903]], [[-1.7791195313534218, 5.0]], [[5.0, 4.183628319139638]], [[2.3066601860040747, -5.0]], [[-2.5131361792442495, 5.0]], [[0.8755672845713934, -5.0]], [[3.1127494624352363, -5.0]], [[-0.9733442076167176, 5.0]], [[4.401334076016848, 4.953380378483571]], [[-4.241024092037244, 4.196467549082979]], [[0.8028286996563262, -0.27001711250346594]], [[0.275028724393548, -0.2549840087325277]], [[1.1159393421469856, -0.7124139397553022]], [[-0.3363910206253804, -2.875193902986901]], [[-3.156791429911892, -1.4109600841452181]], [[0.923732950385283, 0.1600039049493204]], [[1.9885757768079513, 5.0]], [[-2.217085594445811, -5.0]], [[5.0, -5.0]], [[2.8605808804286377, -4.0801204199753025]], [[0.7830134419592619, -1.4720728925663138]], [[5.0, -1.349725620744956]], [[2.383925018613457, -1.4249300668790161]], [[-1.8695716664604427, 3.6269685806885326]], [[-0.6286723042153706, 2.7464886934542014]], [[2.0723001050951058, -2.9765678439534375]]]"
1,"[0.5859651281258207, -2.929394647416522]",[55.182095],[25.212095],"[array([-1.54901728,  1.34212926]), array([ 3.81413919, -3.47714037]), array([2.30841543, 2.00327005]), array([0.50808908, 4.5586762 ]), array([-4.72791635, -2.09921999]), array([-1.67488531, -1.05830264])]",880314.8074434159,1,2.6297871926793306,6.273380023197442,[ 0.8744 -1.704 ],29.97,"[[[-1.5490172763624117, 1.3421292613366562], [3.8141391893829883, -3.4771403727037344], [2.3084154292899246, 2.0032700476195338], [0.5080890760859846, 4.558676202908305], [-4.727916352320665, -2.0992199858327094], [-1.674885310328631, -1.0583026364287274]], [[-2.375446586632175, 0.7630042893873581]], [[2.4242987026800367, 2.0040995738495857]], [[0.6396833877283965, -0.9823242380060382]], [[-4.485666119481153, 3.6355913760020435]], [[1.621285130923669, 0.3083043025337332]], [[0.7554865313875249, -5.0]], [[2.8080510232555698, -4.884288234645244]], [[2.3602298611271424, 5.0]], [[-2.5731425046046055, -4.129368206168149]], [[1.9797099196085495, -0.8748277562324939]], [[-0.5855648966740428, -5.0]], [[4.326948432551391, 0.807359144747837]], [[-3.2322533213737215, -4.658377728982158]], [[2.0337160978220448, 3.7240688272828137]], [[5.0, 5.0]], [[0.04863529408516981, -3.635788237973451]], [[-0.5087320808032283, -4.6287650807656675]], [[0.5859651281258207, -2.929394647416522]], [[4.104285875550145, 3.1009136863253968]], [[0.21295085116844684, -2.164340728541537]], [[1.4258412051589007, -4.134645896324547]], [[0.9701648989982011, -1.8522555740534334]], [[-0.9623191345900617, 5.0]], [[5.0, -5.0]], [[-3.963954846855442, -0.08654879642148394]], [[2.0875393863532814, 1.0968543551212413]]]"
2,"[3.6372056904000973, 4.24294929515024]",[-37.1669361],[14.5430639],"[array([-1.54901728,  1.34212926]), array([ 3.81413919, -3.47714037]), array([2.30841543, 2.00327005]), array([0.50808908, 4.5586762 ]), array([-4.72791635, -2.09921999]), array([-1.67488531, -1.05830264])]",347538.93827109865,2,1.167565052477367,9.007276532314307,[2.604  3.1328],-51.71,"[[[-1.5490172763624117, 1.3421292613366562], [3.8141391893829883, -3.4771403727037344], [2.3084154292899246, 2.0032700476195338], [0.5080890760859846, 4.558676202908305], [-4.727916352320665, -2.0992199858327094], [-1.674885310328631, -1.0583026364287274]], [[-1.9284217447319705, -1.7713231723064682]], [[-3.9668729505873053, 0.7341667469060851]], [[-0.107271384433886, 0.3675149611137738]], [[2.0193017903607893, 4.472696646633703]], [[-1.2786406605085123, -5.0]], [[1.192120325814709, 0.7174602596647374]], [[-0.27613767540940964, -1.1911607255880952]], [[0.9059779671302354, 1.8608499956553146]], [[0.5570707910593666, 2.9165299832488967]], [[4.7369046929561085, 3.593447657723277]], [[-5.0, 5.0]], [[2.7918694580462144, 2.996584570518237]], [[-5.0, -5.0]], [[-2.764957984683198, -4.355566022245718]], [[5.0, 5.0]], [[3.4064137989455308, -0.4440077784659325]], [[4.417223019701805, 0.2638088342460432]], [[4.831556224199781, -1.4054389044032485]], [[3.6372056904000973, 4.24294929515024]], [[-3.544039040935353, 4.415288843998734]], [[-3.6863438302959626, -1.1515061550903465]], [[3.451681952404215, 2.5037551735270123]], [[2.152167984038938, -2.574425371586966]], [[-3.549703452733787, -2.7913995423908866]], [[0.08642075929668636, -3.667961897169124]], [[1.074554190686035, -0.7807205161545276]]]"
3,"[-4.442770686477215, -4.224465493907642]",[-272.54280102],[7.40719898],"[array([-1.54901728,  1.34212926]), array([ 3.81413919, -3.47714037]), array([2.30841543, 2.00327005]), array([0.50808908, 4.5586762 ]), array([-4.72791635, -2.09921999]), array([-1.67488531, -1.05830264])]",419791.3211338115,3,2.1668651696298706,9.465154758509314,[-3.6176 -3.96  ],-279.95,"[[[-1.5490172763624117, 1.3421292613366562], [3.8141391893829883, -3.4771403727037344], [2.3084154292899246, 2.0032700476195338], [0.5080890760859846, 4.558676202908305], [-4.727916352320665, -2.0992199858327094], [-1.674885310328631, -1.0583026364287274]], [[-1.3396943777277601, -2.993176554175183]], [[-0.999533710532489, -3.327207720208158]], [[-3.4510371756659666, 0.4068150426264472]], [[-2.6047428806565778, -3.398163728088301]], [[5.0, -0.4426183472004674]], [[-5.0, -5.0]], [[-3.1756926094617586, 4.337895291712992]], [[1.6245417006093288, -1.9646312403164234]], [[-4.353381790338258, -2.5579840622918217]], [[-3.245485039012548, -5.0]], [[5.0, -1.6038725607036184]], [[-4.442770686477215, -4.224465493907642]], [[5.0, 0.8426914169565276]], [[0.5707085805140029, 0.689776085087455]], [[1.8401049889162868, -2.5666255467850303]], [[2.923098122854495, -1.7361470746087218]], [[-4.181715452896011, -3.6538555276076212]], [[-4.199172248517822, -4.3407647201607364]], [[0.005901006294725881, -5.0]], [[2.484652705288841, -0.7440741477195019]], [[5.0, -5.0]], [[2.1983286000258504, -3.6506010301404594]], [[5.0, 5.0]], [[5.0, 2.7991160915945317]], [[0.6026013255262898, -2.500232040294418]], [[-2.1613422215079243, -3.8599357828373084]]]"
4,"[0.44760983537271465, 1.478483410675182]",[963.69696373],[31.70696373],"[array([-1.54901728,  1.34212926]), array([ 3.81413919, -3.47714037]), array([2.30841543, 2.00327005]), array([0.50808908, 4.5586762 ]), array([-4.72791635, -2.09921999]), array([-1.67488531, -1.05830264])]",2007305.9154309507,4,1.4817175319995848,6.759809395118141,[1.3384 0.8832],931.99,"[[[-1.5490172763624117, 1.3421292613366562], [3.8141391893829883, -3.4771403727037344], [2.3084154292899246, 2.0032700476195338], [0.5080890760859846, 4.558676202908305], [-4.727916352320665, -2.0992199858327094], [-1.674885310328631, -1.0583026364287274]], [[2.538900405495936, 0.7431641541546207]], [[-3.653105957082808, 0.094412887075385]], [[1.1427861791196712, 0.4484091535781569]], [[5.0, -0.5006865514461193]], [[2.816093725023412, 0.06381590543147762]], [[1.0116406093605848, -3.9989220390786473]], [[3.9508612124851794, 4.58381092225723]], [[-4.367569550008125, -3.917800744955672]], [[-3.9868198998614015, 5.0]], [[0.07130197251777748, 2.395943525028531]], [[4.870857383686296, -1.5658427174269662]], [[3.5962261965769375, -0.8990636739583655]], [[-3.019432078854146, 2.987373881991815]], [[-5.0, 2.926636298681774]], [[4.360771229902134, -0.28329446691067606]], [[3.632346532411499, 1.411609379540298]], [[1.5313847443373447, -1.685915538583982]], [[0.35750534034603465, 0.07666964320462899]], [[-2.082033745852549, 3.689552656556492]], [[0.44760983537271465, 1.478483410675182]], [[-3.1877571582386413, 1.935663345490766]], [[1.2812678481137212, -2.8864986350371113]], [[4.066428170698156, 3.483660924919862]], [[5.0, -5.0]], [[-1.5585219192026498, -3.1470175299859826]], [[-2.4123612176600795, -4.736655828017733]]]"
5,"[5.0, 4.127350124811772]",[137.32598041],[24.01598041],"[array([-1.54901728,  1.34212926]), array([ 3.81413919, -3.47714037]), array([2.30841543, 2.00327005]), array([0.50808908, 4.5586762 ]), array([-4.72791635, -2.09921999]), array([-1.67488531, -1.05830264])]",1221366.0589894182,5,1.1751657343306392,8.64989569582864,[2.1352 3.1656],113.31,"[[[-1.5490172763624117, 1.3421292613366562], [3.8141391893829883, -3.4771403727037344], [2.3084154292899246, 2.0032700476195338], [0.5080890760859846, 4.558676202908305], [-4.727916352320665, -2.0992199858327094], [-1.674885310328631, -1.0583026364287274]], [[-3.2410186484818215, 1.235129948557753]], [[4.440742820576572, -4.755647141199654]], [[0.9301976265506599, 4.5800474666919575]], [[-5.0, 1.2378978734204318]], [[5.0, 4.127350124811772]], [[5.0, 3.391746043084223]], [[-5.0, -5.0]], [[-4.163359132906905, 2.95346630528853]], [[-2.4465807405580953, -4.88316383661446]], [[5.0, 5.0]], [[-4.532095182385417, 0.2911235117242918]], [[5.0, 0.8267544374131921]], [[1.3599236103501164, 3.2128807152197387]], [[-0.9337661454636184, 2.3536682030930023]], [[-0.5110115095135644, 2.133121528014862]], [[-0.7536069455155349, -2.3394370308619292]], [[5.0, -1.2254430588293403]], [[-2.489764364475814, 1.8375924748934902]], [[2.086982716265285, 2.474094156606766]], [[2.3620417368990854, -1.0222882631583916]], [[-3.4305541932007975, -3.958633599050124]], [[-4.189281798976116, 1.8854951978894672]], [[4.079197110423039, 4.000446022536222]], [[-2.8596389470691017, 0.7059128995097801]], [[-3.9194430523215105, 4.799730132104363]], [[-4.748493347826816, 4.272547695421]]]"
6,"[-1.5451809615719625, 0.6610609530658984]",[-284.92489935],[15.09510065],"[array([-1.54901728,  1.34212926]), array([ 3.81413919, -3.47714037]), array([2.30841543, 2.00327005]), array([0.50808908, 4.5586762 ]), array([-4.72791635, -2.09921999]), array([-1.67488531, -1.05830264])]",481861.6010972941,6,1.4452685749137877,5.802316893206387,[-0.3008  0.6136],-300.02,"[[[-1.5490172763624117, 1.3421292613366562], [3.8141391893829883, -3.4771403727037344], [2.3084154292899246, 2.0032700476195338], [0.5080890760859846, 4.558676202908305], [-4.727916352320665, -2.0992199858327094], [-1.674885310328631, -1.0583026364287274]], [[-0.05371137731393816, 2.677773776444768]], [[-1.8745890253105655, -2.3757927289967675]], [[5.0, 0.3309607907255467]], [[-1.2960414542324195, -0.7782690959105745]], [[-3.469226818069896, 4.2916685482979275]], [[-1.4558282471295527, 1.9187429635366282]], [[3.9516414438128766, -1.8256001994368476]], [[1.2184629853018105, 0.013742592294727752]], [[2.18314894691321, -5.0]], [[3.715774698231063, 3.3336669122273745]], [[-4.2815155934272875, 0.6128452228544731]], [[2.2311228427457963, 0.6087265972449968]], [[-4.770274382106812, -1.0811768170291547]], [[4.503507292187638, 0.9029569882683962]], [[-1.5451809615719625, 0.6610609530658984]], [[-2.5096550678519405, 0.324005556144952]], [[-2.639519530391926, 0.8477256227169384]], [[-1.1192490311955015, 0.8074568279813378]], [[-5.0, 1.2704317369096512]], [[5.0, -0.8096249574610943]], [[1.0816811511600264, -4.18259891460174]], [[4.826331701981719, -0.15503592770620894]], [[-0.8063422398613023, 0.5804475287926447]], [[-5.0, 3.178529930720762]], [[-5.0, -3.4320468856988473]], [[3.6356117112613138, 4.41898382959106]]]"
7,"[3.0236203416012035, -1.1711932448707518]",[48.18747694],[3.47747694],"[array([-1.54901728,  1.34212926]), array([ 3.81413919, -3.47714037]), array([2.30841543, 2.00327005]), array([0.50808908, 4.5586762 ]), array([-4.72791635, -2.09921999]), array([-1.67488531, -1.05830264])]",461783.41266166914,7,2.647723854128649,7.724495162930971,[ 2.916  -0.9864],44.71,"[[[-1.5490172763624117, 1.3421292613366562], [3.8141391893829883, -3.4771403727037344], [2.3084154292899246, 2.0032700476195338], [0.5080890760859846, 4.558676202908305], [-4.727916352320665, -2.0992199858327094], [-1.674885310328631, -1.0583026364287274]], [[1.42377927458538, 3.8292737248314204]], [[1.2675903782631603, 3.757393598287467]], [[2.0549087220477706, -2.4864251029825546]], [[5.0, -2.3750918862965755]], [[5.0, -5.0]], [[3.720836071394197, -5.0]], [[3.1900944112412346, -1.2962986359477753]], [[5.0, 5.0]], [[-4.036225269839862, -4.5449022997340895]], [[3.410939938259801, -1.0146736853368061]], [[-5.0, 5.0]], [[-0.020781102091667975, 0.6054003283921136]], [[2.957399600372489, -0.7285742008019814]], [[3.0548791781009283, -2.1068027309578183]], [[-5.0, 2.4921136357874505]], [[-0.6380779990410089, -4.190966017234749]], [[-2.611131812476728, 0.4319500337965592]], [[2.6060049982212643, 0.25941398681992744]], [[2.1862834615184434, -1.1447913308828335]], [[1.5372115114201965, -0.38038378058109595]], [[-0.6168558156268525, 4.053405026947114]], [[1.90997965280398, 0.11308268097787884]], [[-1.393838822914536, 5.0]], [[0.7138318362780359, -5.0]], [[-0.7021915900291286, 1.0151644638406896]], [[3.0236203416012035, -1.1711932448707518]]]"
8,"[-1.2870924826874615, 3.61181691962967]",[-987.85928337],[12.14071663],"[array([-1.54901728,  1.34212926]), array([ 3.81413919, -3.47714037]), array([2.30841543, 2.00327005]), array([0.50808908, 4.5586762 ]), array([-4.72791635, -2.09921999]), array([-1.67488531, -1.05830264])]",361986.28499683394,8,1.1298992962644394,8.327021790949388,[-2.2544  2.2248],-1000.0,"[[[-1.5490172763624117, 1.3421292613366562], [3.8141391893829883, -3.4771403727037344], [2.3084154292899246, 2.0032700476195338], [0.5080890760859846, 4.558676202908305], [-4.727916352320665, -2.0992199858327094], [-1.674885310328631, -1.0583026364287274]], [[4.831654606623391, -1.729659993290145]], [[0.8802496567078453, -1.0579153874488954]], [[-5.0, 5.0]], [[-5.0, 0.8819804500525632]], [[-1.7386280625033057, 3.636502580687344]], [[-1.295469205816098, 5.0]], [[-5.0, -5.0]], [[5.0, 5.0]], [[-5.0, -4.378923344174758]], [[3.9812451354674083, 5.0]], [[-4.722582300585371, -2.177411263084898]], [[-3.7923155444201395, 3.1273516456278343]], [[-1.2870924826874615, 3.61181691962967]], [[-0.6439073424250814, 3.391937174599439]], [[1.6117835680042807, 5.0]], [[-3.8666385436007187, 0.19436988425449025]], [[1.0127627053513941, 3.147977873110763]], [[-3.0271144635687626, 0.6989133364956194]], [[4.240945661462386, 3.6258955208944745]], [[-0.5355889258118994, -5.0]], [[1.6908635919709214, -5.0]], [[-3.138592042764647, -0.7028085153450859]], [[-2.175930680979669, 3.099413315617799]], [[-2.1869398666619184, 2.1186861422375785]], [[-2.6152755291836205, -5.0]], [[2.6877305504005067, -1.5181780539659373]]]"
9,"[-2.360313297267252, 3.3195185385626305]",[318.62727972],[14.42727972],"[array([-1.54901728,  1.34212926]), array([ 3.81413919, -3.47714037]), array([2.30841543, 2.00327005]), array([0.50808908, 4.5586762 ]), array([-4.72791635, -2.09921999]), array([-1.67488531, -1.05830264])]",1078001.3573847811,9,2.386551461130049,9.44989626194176,[-2.5496  3.5088],304.2,"[[[-1.5490172763624117, 1.3421292613366562], [3.8141391893829883, -3.4771403727037344], [2.3084154292899246, 2.0032700476195338], [0.5080890760859846, 4.558676202908305], [-4.727916352320665, -2.0992199858327094], [-1.674885310328631, -1.0583026364287274]], [[-4.727955341208433, 3.594319523197017]], [[-4.100000864545585, -1.1424545708936318]], [[-5.0, 5.0]], [[-4.189305530281895, 3.301332072558362]], [[0.45460329552696876, -4.5076624017554074]], [[2.118042146977063, 3.3866915536552225]], [[-1.7286497073084108, 0.5181083559182396]], [[2.884958023428327, 4.29170433627422]], [[3.7131555586608496, 1.6458100533319424]], [[1.3538939992874077, 2.9114508017396146]], [[-5.0, 3.0942853332210993]], [[-0.982721657175089, 1.0964352350843858]], [[1.1598024423771987, 2.197862252421995]], [[-2.2546978794991466, 4.373333987816459]], [[-2.9026650683748167, 3.464542675369652]], [[5.0, 3.184245022856933]], [[1.3919768895641063, 0.4547576330396125]], [[4.753734193261115, 4.808694854048036]], [[-3.701058139082201, -5.0]], [[-2.360313297267252, 3.3195185385626305]], [[-4.057104912022651, 0.4122941704649392]], [[3.313563700371944, -4.919235974018868]], [[2.5508112116886084, -1.0997476099719314]], [[-5.0, 4.328649870282498]], [[0.19591636301310944, -1.5595953134437515]], [[-1.9175941555492781, 2.486506509872788]]]"
10,"[-3.1896905840417844, 1.0807918215778096]",[-99.69952494],[4.97047506],"[array([-1.54901728,  1.34212926]), array([ 3.81413919, -3.47714037]), array([2.30841543, 2.00327005]), array([0.50808908, 4.5586762 ]), array([-4.72791635, -2.09921999]), array([-1.67488531, -1.05830264])]",263869.6552871447,10,2.2905450349231393,8.800291703404868,[-3.8024  0.9312],-104.67,"[[[-1.5490172763624117, 1.3421292613366562], [3.8141391893829883, -3.4771403727037344], [2.3084154292899246, 2.0032700476195338], [0.5080890760859846, 4.558676202908305], [-4.727916352320665, -2.0992199858327094], [-1.674885310328631, -1.0583026364287274]], [[-0.8558282267148796, -0.5540917126263123]], [[-3.299570546558168, 1.7319579282244044]], [[2.8090630442970097, 2.5179174826113453]], [[-0.7181072866719029, -2.5239779836498633]], [[-1.4317035057321972, 4.3343369570839645]], [[0.676556232898694, 3.161530571663805]], [[1.7271214727443767, -5.0]], [[-2.9855370871671965, 0.2932698925872169]], [[4.309815367571348, 0.7009525393897246]], [[2.9348406344785722, -4.2159442055432015]], [[3.212790195666406, 4.852621334391017]], [[-2.1162875850567984, 1.2809878488228257]], [[-5.0, -5.0]], [[5.0, -1.212904822444441]], [[-4.598670166014586, -3.2652213077132433]], [[-0.7158509886314981, -3.666325532610377]], [[3.837612620745615, 2.091315232042973]], [[-3.8013712694830044, 1.0421188870206943]], [[2.240264951784436, 3.3928771331722416]], [[-4.814442117513551, 1.2401092830849987]], [[-3.1896905840417844, 1.0807918215778096]], [[-3.519427241514509, 4.73727929716258]], [[-3.8765495696450767, 3.7990736237211404]], [[0.005750850301069477, -1.5233299387903743]], [[-3.1542837317987993, 2.64114180290343]], [[0.37943065080966676, 1.3087698956861455]]]"
11,"[-3.986766277786004, -0.13841065290359492]",[487.88103936],[0.93103936],"[array([-1.54901728,  1.34212926]), array([ 3.81413919, -3.47714037]), array([2.30841543, 2.00327005]), array([0.50808908, 4.5586762 ]), array([-4.72791635, -2.09921999]), array([-1.67488531, -1.05830264])]",1167377.4030957385,11,2.146711537791354,8.494389647794108,[-3.9752 -0.0888],486.95,"[[[-1.5490172763624117, 1.3421292613366562], [3.8141391893829883, -3.4771403727037344], [2.3084154292899246, 2.0032700476195338], [0.5080890760859846, 4.558676202908305], [-4.727916352320665, -2.0992199858327094], [-1.674885310328631, -1.0583026364287274]], [[-1.803121801229298, 1.3396511201117527]], [[-4.769641693610553, 1.2816671247894824]], [[-4.951382066625701, 5.0]], [[4.1187673105709415, 0.5883837563321146]], [[-5.0, -5.0]], [[-4.225791824730766, -3.4871004433238806]], [[1.0417538223545848, -4.430369888708224]], [[-3.9899226131475896, -1.8067887222472587]], [[-3.827336870439573, 3.2290475613162215]], [[-3.986766277786004, -0.13841065290359492]], [[-3.219622010177968, -0.7286580896623889]], [[4.932407262379527, -1.2561335140350915]], [[0.4463423378340803, -1.1756837736686645]], [[-2.7746749032488225, 2.4508098205575664]], [[-3.077042883199821, -3.283418581031915]], [[-2.132252006731182, -3.8545725497526098]], [[-1.9927807210429336, 3.55121966035939]], [[-3.4633866246871046, 1.5193076041225764]], [[-0.3994636995109418, -5.0]], [[-4.1723887132990765, 1.5090713851602193]], [[-2.25490229660824, -2.08909570330257]], [[-5.0, -0.3493198778573437]], [[-2.171601133419978, 4.995954572407468]], [[2.05168328257478, -1.7844181365250988]], [[-2.3823998668187163, -2.255589374473679]], [[-2.079633016468616, 3.2773246727371603]]]"
