,xopt,yopt,regret,doe,normalized_regret,f_s,min_dist_to_opt,max_dist_to_opt,real_xopt,real_yopt,bo_history
0,"[2.508062305585941, -3.511139977424946]",[-24.17885458],[27.55114542],"[array([ 4.66644683, -5.        ]), array([-0.02380579, -1.92861092]), array([ 2.09941485, -3.66974475]), array([-3.76144236, -0.94768494]), array([-2.16531473,  5.        ]), array([3.57945712, 5.        ])]",[0.01385514],0,1.394445310855405,8.314098929795504,[ 1.7992 -2.308 ],-51.73,"[[[4.666446826830374, -5.0], [-0.02380579407643224, -1.9286109178565667], [2.0994148515412165, -3.669744751368887], [-3.761442355394395, -0.9476849399686502], [-2.1653147262214505, 5.0], [3.5794571197875493, 5.0]], [[1.5837361049472158, -3.8089551489541793]], [[2.878837249350716, -2.420188635298393]], [[2.9899615224996268, -4.014308218579382]], [[-3.957069604666785, 5.0]], [[2.508062305585941, -3.511139977424946]], [[-1.0373723507058132, 3.95002736630869]], [[0.042156495700851705, 1.6272453904810353]], [[-1.277450037088976, 2.200085789906263]], [[-0.6778662833064389, 5.0]], [[0.669065342623725, 0.5195695355993615]], [[1.3719180727383942, 1.4767669072450131]], [[-0.10967090772857391, 0.5017413790096568]], [[5.0, 1.368586262885568]], [[-2.222946400801304, -5.0]], [[1.7235452177793438, -2.630256951633927]], [[-2.1990332845837917, 3.7408354886612423]], [[5.0, 3.910163346973563]], [[-5.0, -5.0]], [[-0.14065502415760936, 2.8461530897665077]], [[0.47151948904698593, 1.1633889244553632]], [[-5.0, 2.1888808956464794]], [[2.461388283081756, -3.296288258194405]], [[1.156446138751863, -1.4197117434760371]], [[1.5180894163277279, -0.9726552919609972]], [[2.5659268217844184, 1.9314610636390854]], [[5.0, -2.919247866111723]]]"
1,"[1.3730786591689192, -0.1276240805826567]",[37.28527304],[7.31527304],"[array([ 4.66644683, -5.        ]), array([-0.02380579, -1.92861092]), array([ 2.09941485, -3.66974475]), array([-3.76144236, -0.94768494]), array([-2.16531473,  5.        ]), array([3.57945712, 5.        ])]",[0.00314357],1,0.9258637658602062,7.360942984211164,[ 0.8744 -1.704 ],29.97,"[[[4.666446826830374, -5.0], [-0.02380579407643224, -1.9286109178565667], [2.0994148515412165, -3.669744751368887], [-3.761442355394395, -0.9476849399686502], [-2.1653147262214505, 5.0], [3.5794571197875493, 5.0]], [[-1.8794167061505531, -0.24039703958117364]], [[1.348377799722936, -1.810158771601218]], [[-1.5299516289793078, -0.17769123947469]], [[-2.2205127287767077, -2.226835721737783]], [[2.3967673544341452, 5.0]], [[2.2699836940873754, 1.562974220517464]], [[1.1768215178397718, -3.594268552234366]], [[1.6574446220675112, -1.2734912696662448]], [[1.3413895856259161, 0.6903864970026262]], [[2.074140586726993, 2.5508453066071297]], [[1.8839022339060651, 2.4572772854759903]], [[2.86979467427057, 3.467714844087028]], [[0.5499112778875971, -0.20758644036255258]], [[-5.0, 5.0]], [[-0.5951736817592311, -5.0]], [[-4.92493073895507, 1.8292444176353164]], [[4.909768333977482, 5.0]], [[-0.9436341288320732, -3.8474564244806553]], [[1.3730786591689192, -0.1276240805826567]], [[1.1527734165463042, -0.674284975730976]], [[-0.5596973979154599, 5.0]], [[4.585497284960092, 1.8229367462515078]], [[-1.7932075985777773, -5.0]], [[0.5442526006393036, -2.453683181752265]], [[0.19407759383332743, -4.671345385775557]], [[-0.4651207916226987, 3.6725540612108745]]]"
2,"[2.65483123741454, 3.2247929447541037]",[-47.95070475],[3.75929525],"[array([ 4.66644683, -5.        ]), array([-0.02380579, -1.92861092]), array([ 2.09941485, -3.66974475]), array([-3.76144236, -0.94768494]), array([-2.16531473,  5.        ]), array([3.57945712, 5.        ])]",[0.00215965],2,2.1066448282860173,8.390239731587094,[2.604  3.1328],-51.71,"[[[4.666446826830374, -5.0], [-0.02380579407643224, -1.9286109178565667], [2.0994148515412165, -3.669744751368887], [-3.761442355394395, -0.9476849399686502], [-2.1653147262214505, 5.0], [3.5794571197875493, 5.0]], [[-3.7029138302210542, -1.6089606781771923]], [[-0.5540028323150201, 3.6925991855048785]], [[0.7900325127843585, 2.850919137771842]], [[3.273968269955545, -4.884041950774307]], [[3.8772789504892176, 1.0590901305395715]], [[1.4500156538371776, 2.2918343333418347]], [[-5.0, 4.229937437650794]], [[1.1675148991977489, -5.0]], [[2.5350789741497284, 2.854227815975215]], [[-2.7473618151641253, -5.0]], [[-1.0980670147946237, 0.5670735565172216]], [[0.446115104453299, -0.5379379546187746]], [[1.5528958460911932, 3.6030187988151803]], [[5.0, 5.0]], [[2.1549288160848707, 1.978643815839878]], [[5.0, 2.8659609148134497]], [[3.4166575742561536, 3.7407824059874155]], [[-5.0, -4.259180310177881]], [[0.3512153004672222, 1.2111017981109746]], [[-2.0265680165645428, 2.1504341482419957]], [[2.4799273886453586, 4.722287967878709]], [[4.3878633167368575, -1.5096204413680443]], [[-4.2092509890824195, 1.5034496105121942]], [[2.65483123741454, 3.2247929447541037]], [[-4.549777026614709, -0.2938447596008085]], [[-0.16403394718057296, -3.1821603806464838]]]"
3,"[-5.0, -4.4532355398938535]",[-274.54107041],[5.40892959],"[array([ 4.66644683, -5.        ]), array([-0.02380579, -1.92861092]), array([ 2.09941485, -3.66974475]), array([-3.76144236, -0.94768494]), array([-2.16531473,  5.        ]), array([3.57945712, 5.        ])]",[0.00252839],3,3.015747443685741,11.492572870575355,[-3.6176 -3.96  ],-279.95,"[[[4.666446826830374, -5.0], [-0.02380579407643224, -1.9286109178565667], [2.0994148515412165, -3.669744751368887], [-3.761442355394395, -0.9476849399686502], [-2.1653147262214505, 5.0], [3.5794571197875493, 5.0]], [[3.7608123775165083, -3.943529210031488]], [[0.47836869025873785, -4.761956061715314]], [[2.162490510281367, -0.7551982440524537]], [[-5.0, -4.4532355398938535]], [[-5.0, -3.859135518678345]], [[-5.0, -5.0]], [[5.0, 1.7644079066904668]], [[-5.0, 1.6585015094468116]], [[-1.705878309010081, 3.001361373025881]], [[5.0, -1.7700116364617529]], [[0.37363912912540975, -1.8173643478142356]], [[0.5120516776900441, -0.7255632790156952]], [[4.00752616359647, 1.1007866967073625]], [[-4.2853295926352954, -4.408360728911077]], [[-4.657772401960937, -2.2590770875315194]], [[3.5757451899573276, -2.757044450669539]], [[4.173450168190887, 3.898529868182143]], [[-2.589285763424999, 0.39919329936494385]], [[0.3770580046137777, -2.4707762741832786]], [[4.1690104881091905, -0.8560730835736932]], [[-1.4475365490578838, -2.8815601840937815]], [[4.785249037816403, 2.851462197464344]], [[-3.278466437350228, -2.919759021391355]], [[-0.9844189918673688, 1.1760875107624271]], [[-4.716864206467527, 3.266957707979733]], [[1.7777888056899558, 3.439957102752558]]]"
4,"[1.2137439840514805, 0.9753009598201279]",[937.04402197],[5.05402197],"[array([ 4.66644683, -5.        ]), array([-0.02380579, -1.92861092]), array([ 2.09941485, -3.66974475]), array([-3.76144236, -0.94768494]), array([-2.16531473,  5.        ]), array([3.57945712, 5.        ])]",[0.00308271],4,3.1244015848147297,6.759285311449409,[1.3384 0.8832],931.99,"[[[4.666446826830374, -5.0], [-0.02380579407643224, -1.9286109178565667], [2.0994148515412165, -3.669744751368887], [-3.761442355394395, -0.9476849399686502], [-2.1653147262214505, 5.0], [3.5794571197875493, 5.0]], [[2.4580360014568132, 3.978771829951752]], [[-2.4526723509793276, 3.5510142778899207]], [[0.6032850024858822, -2.1064409832460917]], [[-2.6350209852782136, 0.7584454532061586]], [[0.9914492984517544, 1.1299973072997354]], [[1.117642114201215, 3.6828434723757897]], [[-4.6827391954550235, 4.936774596098971]], [[3.226685098436816, 0.6676010665426232]], [[-1.7679974663503886, -4.482594915449101]], [[3.6310059654699596, 2.3034980349242145]], [[1.1182693584246766, 1.8463814749964451]], [[1.3047735030872518, 0.3651382210005564]], [[-5.0, 2.6478250543812654]], [[1.2137439840514805, 0.9753009598201279]], [[5.0, -2.9056591077683005]], [[-0.25739016390302627, 4.526903157481213]], [[2.278481375692275, 0.8141956021117869]], [[0.7892223656449043, 0.8710039051731924]], [[-3.8193869699227725, 3.7603030706011165]], [[5.0, -0.6199491113463699]], [[3.82611199508729, -0.991294282438253]], [[-3.5546581500234087, -3.9583282364393817]], [[0.5463441531260959, -4.906206021147004]], [[-2.78605531704297, 2.2532805209704323]], [[5.0, 0.5429561752969599]], [[-1.1826534859937936, 2.337140130529984]]]"
5,"[-1.2549601147843497, 2.08679716725225]",[133.70595406],[20.39595406],"[array([ 4.66644683, -5.        ]), array([-0.02380579, -1.92861092]), array([ 2.09941485, -3.66974475]), array([-3.76144236, -0.94768494]), array([-2.16531473,  5.        ]), array([3.57945712, 5.        ])]",[0.0082846],5,2.3347166826099106,8.548931737845312,[2.1352 3.1656],113.31,"[[[4.666446826830374, -5.0], [-0.02380579407643224, -1.9286109178565667], [2.0994148515412165, -3.669744751368887], [-3.761442355394395, -0.9476849399686502], [-2.1653147262214505, 5.0], [3.5794571197875493, 5.0]], [[3.514981304513719, -2.4086998025532687]], [[-3.855371598482351, -3.5402898429297944]], [[3.637602732569859, 5.0]], [[5.0, 4.125421063076048]], [[5.0, 2.5925413098206813]], [[-5.0, 1.5495309529410601]], [[-0.8169614822831222, 3.175589278684853]], [[-0.5187110232394979, 0.6172236028413663]], [[4.987436901327261, 0.35696524453016165]], [[-4.14289245318855, -4.599873003481671]], [[1.6643768393248246, 2.1348422457793674]], [[-1.2549601147843497, 2.08679716725225]], [[-3.2925077960591764, 3.738254533265336]], [[-2.6253859883671886, 0.907781365467848]], [[2.321492417613519, 4.156867015936179]], [[3.01233456322693, 3.3246405315145573]], [[-3.1770665843540344, 2.742196320413253]], [[0.9273920644390529, 1.485460470206277]], [[4.39127173024366, -0.5512289202212022]], [[-4.306581740068572, -1.4732959910323729]], [[-1.6514674626503931, 1.8641410529862243]], [[-0.6119307256404618, 2.1389325295300394]], [[-1.8983452021636673, -3.960860942697202]], [[2.583408306836144, 0.5368809115615403]], [[3.1174718828023202, -1.0010017783476846]], [[-4.811999460515245, -3.69015828423365]]]"
6,"[5.0, 0.22076800692394238]",[-269.40531743],[30.61468257],"[array([ 4.66644683, -5.        ]), array([-0.02380579, -1.92861092]), array([ 2.09941485, -3.66974475]), array([-3.76144236, -0.94768494]), array([-2.16531473,  5.        ]), array([3.57945712, 5.        ])]",[0.01643261],6,2.557256760863945,7.49573518733529,[-0.3008  0.6136],-300.02,"[[[4.666446826830374, -5.0], [-0.02380579407643224, -1.9286109178565667], [2.0994148515412165, -3.669744751368887], [-3.761442355394395, -0.9476849399686502], [-2.1653147262214505, 5.0], [3.5794571197875493, 5.0]], [[-0.2896767689362072, 3.896342830947667]], [[3.484093997696206, -1.6385216773387534]], [[5.0, 0.5061529327254334]], [[-4.005571356537425, 2.877439987218061]], [[5.0, 0.7411790835298602]], [[5.0, 0.043511643127157884]], [[-5.0, 0.4953892531524725]], [[5.0, 0.19502469110132234]], [[4.422924023017594, 1.559183323505947]], [[-5.0, -2.837475186005134]], [[-5.0, 0.1273453212235821]], [[-5.0, 1.1298627254028555]], [[5.0, 2.3503325536820014]], [[1.8958121586218544, 0.17737571214969255]], [[-3.958403319722543, 1.8773629653773933]], [[-4.196332976285932, 4.4587037730240064]], [[1.919477506090427, -4.378997523783818]], [[1.2832460231950529, 3.360411260988672]], [[5.0, 0.22076800692394238]], [[5.0, -0.48198992427475995]], [[-5.0, -1.3014197683496684]], [[5.0, -2.4019302468718284]], [[-5.0, -0.35008605716551244]], [[-4.075567245258209, 0.6355049826700991]], [[-5.0, 0.9149437951872259]], [[4.491235872512312, 1.1216366590561417]]]"
7,"[3.3219135476023864, -1.7447613693616044]",[65.10837091],[20.39837091],"[array([ 4.66644683, -5.        ]), array([-0.02380579, -1.92861092]), array([ 2.09941485, -3.66974475]), array([-3.76144236, -0.94768494]), array([-2.16531473,  5.        ]), array([3.57945712, 5.        ])]",[0.01323813],7,2.8048440882484726,7.852180863105165,[ 2.916  -0.9864],44.71,"[[[4.666446826830374, -5.0], [-0.02380579407643224, -1.9286109178565667], [2.0994148515412165, -3.669744751368887], [-3.761442355394395, -0.9476849399686502], [-2.1653147262214505, 5.0], [3.5794571197875493, 5.0]], [[0.3801674066664752, 5.0]], [[5.0, -2.409999072282752]], [[3.7469309938420614, -1.653572008401826]], [[2.7883238790705502, -0.20049514573265387]], [[3.3463860312935583, -0.9662180709993965]], [[2.2423973626490525, 4.8539084412019005]], [[1.1862519087021843, 1.083839847263271]], [[-0.8280325129758385, -4.301134290207768]], [[3.3833943487308797, -1.940089296446882]], [[2.0547526048444573, -0.24015807043581308]], [[3.931803227310591, -3.8699965568426116]], [[1.887675881615506, 1.6483556732512556]], [[-1.7492439698950453, 2.5729254716192806]], [[3.1514849306348203, 1.3968384553933724]], [[-3.75538869941427, 4.447717292764219]], [[-3.4715049958467725, -3.427062982298912]], [[3.3219135476023864, -1.7447613693616044]], [[5.0, 3.4672675544711096]], [[2.5094733427941462, -5.0]], [[-4.736290747766625, 2.5379360809688047]], [[2.8101657891353944, -1.4680404222029744]], [[-0.1286243825706032, 0.22554596771290503]], [[-1.4784937056747758, -1.3858402741189906]], [[1.398945569198951, 1.7227226725360605]], [[5.0, -3.8160363920717173]], [[0.1331228945213684, 3.0861113262652773]]]"
8,"[-1.738694182094935, 3.233783813211591]",[-969.00925847],[30.99074153],"[array([ 4.66644683, -5.        ]), array([-0.02380579, -1.92861092]), array([ 2.09941485, -3.66974475]), array([-3.76144236, -0.94768494]), array([-2.16531473,  5.        ]), array([3.57945712, 5.        ])]",[0.01230448],8,2.7766294722206273,10.004791644029778,[-2.2544  2.2248],-1000.0,"[[[4.666446826830374, -5.0], [-0.02380579407643224, -1.9286109178565667], [2.0994148515412165, -3.669744751368887], [-3.761442355394395, -0.9476849399686502], [-2.1653147262214505, 5.0], [3.5794571197875493, 5.0]], [[-1.64059560374176, -2.02926836744631]], [[4.8934484329160135, -1.8007557506834235]], [[-2.76801615124881, -4.104860853396963]], [[-0.8007897389946725, 4.54592376418686]], [[-5.0, 2.556082829422686]], [[-0.1156718046022411, 3.774965514853353]], [[-5.0, -0.4427793143417835]], [[-3.2902534485966464, 1.069692094824797]], [[-1.7946113306998523, 2.602265090828853]], [[5.0, 5.0]], [[-2.3886812066665755, 1.6628310702880027]], [[-3.3348557984879665, 2.9546105747719995]], [[-1.728517214584298, 1.447080666999264]], [[0.0772115759393992, 5.0]], [[-5.0, -5.0]], [[1.344938994382332, -4.563376938019509]], [[3.117104910952518, 1.977074092534534]], [[-1.738694182094935, 3.233783813211591]], [[-1.4758768121227228, -4.787191242418496]], [[0.6008295060825661, 2.2818036354133744]], [[-5.0, -2.531263026115058]], [[3.259011225240565, -0.5506552866490804]], [[-3.7379788678420764, 0.8766404257224467]], [[2.6896245599259743, 4.166769058728276]], [[4.483966493277919, 1.2750660963468814]], [[1.3490717188011931, 0.8039991807347748]]]"
9,"[-2.6567460770302525, 3.7127061740893743]",[323.55488371],[19.35488371],"[array([ 4.66644683, -5.        ]), array([-0.02380579, -1.92861092]), array([ 2.09941485, -3.66974475]), array([-3.76144236, -0.94768494]), array([-2.16531473,  5.        ]), array([3.57945712, 5.        ])]",[0.01029607],9,1.5399196770101533,11.156657619870241,[-2.5496  3.5088],304.2,"[[[4.666446826830374, -5.0], [-0.02380579407643224, -1.9286109178565667], [2.0994148515412165, -3.669744751368887], [-3.761442355394395, -0.9476849399686502], [-2.1653147262214505, 5.0], [3.5794571197875493, 5.0]], [[-3.496474197869391, 4.248991399553729]], [[-3.324753578698414, -5.0]], [[-5.0, 3.6909995174602965]], [[-0.7428458631806316, 3.3296999425506386]], [[-2.11678836169926, 3.854735262978725]], [[5.0, 2.5719883199055054]], [[-5.0, 4.534975430220382]], [[-2.6567460770302525, 3.7127061740893743]], [[-2.187704608300719, 2.173580330868973]], [[5.0, 0.21655723434297014]], [[-2.4883428840667037, 3.2076324347622696]], [[-0.992106444931613, 0.8960355418191562]], [[1.2474923762598409, 1.8301386667107529]], [[5.0, -1.1883656328925254]], [[-5.0, 0.8700999975598273]], [[3.2089838334083183, 3.892732177117349]], [[0.616714282818422, -0.1513923555775635]], [[-2.2895656616870874, -4.022335778121196]], [[-4.906836753243397, -1.384707792583061]], [[-0.7163735856824891, -0.7941957634344545]], [[-0.9503424020035549, 1.863839840312945]], [[4.396819157559936, -3.3281810915253898]], [[-4.176513813135616, 2.4741906763101382]], [[1.9546607870643395, -0.7246981573004945]], [[-3.2797448794250403, -3.212430732215034]], [[-0.7605603432309662, 2.7162650700383857]]]"
