,xopt,yopt,regret,doe,normalized_regret,f_s,min_dist_to_opt,max_dist_to_opt,real_xopt,real_yopt,bo_history
0,"[-3.837956005125626, -3.673662342446421]",[-133.40655598],[1.72344402],"[array([-3.44771312,  4.87926277]), array([ 4.58438071, -2.06399728]), array([-0.9153005 , -4.96119566]), array([-2.96409013, -0.20601795]), array([0.74167632, 0.9815309 ]), array([1.81243723, 3.05072428])]",[3.07403001e-06],0,2.5144653512688473,7.620261117002875,[-2.592  -2.6928],-135.13,"[[[-3.447713116702867, 4.879262767384365], [4.584380713217758, -2.0639972793955157], [-0.9153005033732793, -4.961195655439202], [-2.9640901274999987, -0.2060179549167156], [0.7416763245036497, 0.9815308971693408], [1.8124372339382688, 3.0507242755722537]], [[0.30810976084974584, 0.3684290619473751]], [[-5.0, -4.999999999999999]], [[-2.554769887445599, 1.2657684023204747]], [[-0.7881250144838663, 5.0]], [[-4.059802391522564, -5.0]], [[-3.1545502021805216, -5.0]], [[-0.2996513539871092, 2.4900598885131844]], [[-5.0, -3.5168041031401263]], [[4.901286453990869, -1.2639415284852973]], [[5.0, 4.109703189331]], [[-0.023537806806232048, 1.5675097728441345]], [[-4.798680286088025, 3.073161787412186]], [[-5.0, 2.767317521215569]], [[5.0, -3.64575967845945]], [[-5.0, -4.203512437112847]], [[-5.0, 5.0]], [[-5.0, 0.20469536437967487]], [[0.524381706485346, 3.408837375752657]], [[-2.3371854522153996, -4.793900687008941]], [[-3.837956005125626, -3.673662342446421]], [[-4.293660565464639, 1.0190730424759131]], [[-4.538290988337975, -0.7463465149133961]], [[-3.640775799476622, -0.2585213932506043]], [[3.1237546003374597, -3.4176709002723706]], [[0.9828160570095631, -4.364476326820567]], [[-0.40770586227994193, -3.073518223431754]]]"
1,"[0.7724773128699933, 2.0211841377678614]",[150.10109708],[0.95109708],"[array([-3.44771312,  4.87926277]), array([ 4.58438071, -2.06399728]), array([-0.9153005 , -4.96119566]), array([-2.96409013, -0.20601795]), array([0.74167632, 0.9815309 ]), array([1.81243723, 3.05072428])]",[5.92237075e-06],1,1.5696530610275892,6.250784295468575,[-0.0552 -0.3708],149.15,"[[[-3.447713116702867, 4.879262767384365], [4.584380713217758, -2.0639972793955157], [-0.9153005033732793, -4.961195655439202], [-2.9640901274999987, -0.2060179549167156], [0.7416763245036497, 0.9815308971693408], [1.8124372339382688, 3.0507242755722537]], [[-3.3626244764678135, 2.6967463733364148]], [[-2.8771396643301315, 3.0803903471815133]], [[4.859098432065341, 0.8969974137910897]], [[-1.6901211882328224, 5.0]], [[1.2888439838603867, 5.0]], [[-0.22807355999246273, 5.0]], [[1.3328285522579797, -5.0]], [[-4.7839872113552815, -5.0]], [[-1.7411140315856866, -5.0]], [[0.6246047871955702, 5.0]], [[0.09908615097491219, -5.0]], [[1.029894837031188, 5.0]], [[1.9527391701572046, 5.0]], [[0.5431625948688058, -3.741298690947703]], [[-3.861257610962185, -5.0]], [[-3.1843105630791833, 5.0]], [[-5.0, 5.0]], [[2.976303978622775, -5.0]], [[-0.5281244999679962, -5.0]], [[-2.3748334978472365, 5.0]], [[-0.9208923493224925, 1.9644077892307739]], [[0.7724773128699933, 2.0211841377678614]], [[-2.5087896378470353, -0.05033131017757795]], [[-1.4201452377328263, -1.9409395284801358]], [[3.732956484905082, 3.9790672963726603]], [[-0.2825350376149666, 1.3060833187564063]]]"
2,"[-3.8031877679705905, -0.1877275726482841]",[-985.66649694],[14.33350306],"[array([-3.44771312,  4.87926277]), array([ 4.58438071, -2.06399728]), array([-0.9153005 , -4.96119566]), array([-2.96409013, -0.20601795]), array([0.74167632, 0.9815309 ]), array([1.81243723, 3.05072428])]",[2.07012894e-05],2,1.3874663710915836,8.108312203271543,[-2.8482  1.1766],-1000.0,"[[[-3.447713116702867, 4.879262767384365], [4.584380713217758, -2.0639972793955157], [-0.9153005033732793, -4.961195655439202], [-2.9640901274999987, -0.2060179549167156], [0.7416763245036497, 0.9815308971693408], [1.8124372339382688, 3.0507242755722537]], [[-3.8031877679705905, -0.1877275726482841]], [[0.8635183558647954, 3.444001411604484]], [[4.468640001660239, 0.019951056328743277]], [[-2.0425052142016877, 5.0]], [[5.0, 1.9403291356812997]], [[-2.31197627160869, 3.9973691176404493]], [[-0.18533388827728173, 2.1544542588128666]], [[3.3239963468371023, 5.0]], [[-4.872209925824328, 5.0]], [[-2.14011466398437, -5.0]], [[-5.0, -5.0]], [[-1.5267273608777026, 5.0]], [[-4.4209201486412395, -5.0]], [[-3.7002483046226007, -5.0]], [[-4.01387202401165, 5.0]], [[-4.787680812812746, -5.0]], [[-2.7665917174991366, 5.0]], [[2.495066462381782, 3.8827415209431835]], [[-5.0, 5.0]], [[0.12104518998988126, 5.0]], [[1.2942370963537622, -5.0]], [[-1.0465294331679214, 5.0]], [[-3.2602568266903376, 0.04115473571839899]], [[-2.664663765721789, -4.734305819681024]], [[-2.208118890522489, 4.305174287140316]], [[-1.2358690588272572, 4.7041034545143035]]]"
3,"[-2.615153374880754, -1.4072251273414553]",[102.61080829],[3.99080829],"[array([-3.44771312,  4.87926277]), array([ 4.58438071, -2.06399728]), array([-0.9153005 , -4.96119566]), array([-2.96409013, -0.20601795]), array([0.74167632, 0.9815309 ]), array([1.81243723, 3.05072428])]",[1.6667112e-05],3,2.355368337024639,6.580908841029298,[-0.8052 -1.1478],98.62,"[[[-3.447713116702867, 4.879262767384365], [4.584380713217758, -2.0639972793955157], [-0.9153005033732793, -4.961195655439202], [-2.9640901274999987, -0.2060179549167156], [0.7416763245036497, 0.9815308971693408], [1.8124372339382688, 3.0507242755722537]], [[0.9464295506748439, 4.02413071860759]], [[3.015317921733669, 0.2979565485286188]], [[-3.692921510761055, -0.18447442529400757]], [[-5.0, -5.0]], [[-1.1543630736888333, 2.4902664801111642]], [[0.7251984893335741, 5.0]], [[-3.5421627333509544, -0.18893122146986857]], [[-1.3141295020245658, -4.807785252351406]], [[2.2969964136636687, 2.7508580093800363]], [[1.3062092193931316, 3.8174139576283017]], [[1.7426506690859553, -4.886119917116702]], [[-2.9442147018078555, 1.353704487654259]], [[-0.32299989756203107, -4.564424979363199]], [[-0.6576280486919304, -2.5425143844171707]], [[-2.2608096629373127, -5.0]], [[-1.794910150843887, -5.0]], [[3.95327570381972, 5.0]], [[-0.05042119613355553, 5.0]], [[-0.6510370875683363, 5.0]], [[0.22540835012786306, -1.9372311148215158]], [[-2.020486444155675, 5.0]], [[-0.2883014183925261, 0.7557649978149459]], [[-2.615153374880754, -1.4072251273414553]], [[-3.4486675104995292, -3.2082152963231514]], [[-5.0, 5.0]], [[-4.52833271703809, 5.0]]]"
4,"[-1.204055203166644, -1.8204937627131788]",[-46.26099883],[0.88900117],"[array([-3.44771312,  4.87926277]), array([ 4.58438071, -2.06399728]), array([-0.9153005 , -4.96119566]), array([-2.96409013, -0.20601795]), array([0.74167632, 0.9815309 ]), array([1.81243723, 3.05072428])]",[4.79651452e-06],4,2.080190595944129,6.479334787526737,[-0.3306 -0.801 ],-47.15,"[[[-3.447713116702867, 4.879262767384365], [4.584380713217758, -2.0639972793955157], [-0.9153005033732793, -4.961195655439202], [-2.9640901274999987, -0.2060179549167156], [0.7416763245036497, 0.9815308971693408], [1.8124372339382688, 3.0507242755722537]], [[-5.0, -5.0]], [[1.2516607593631977, -0.23349800032267415]], [[-0.0793508702988989, -4.8973147017233645]], [[2.9541825841788247, 5.0]], [[-1.9444925080215132, 5.0]], [[-3.6011580021687095, 3.768776651201958]], [[1.0699237222618556, 3.972572114212514]], [[0.3099426862638863, 0.30429245859736537]], [[-3.4358564866307058, -5.0]], [[-2.159574101568146, -5.0]], [[2.5519998564911175, -5.0]], [[-4.59453289904216, 5.0]], [[-4.215522750933301, 5.0]], [[-2.6565558977248154, -2.9120059694907807]], [[-5.0, 1.0270795748208845]], [[-2.5888150692569596, 2.2629018066133035]], [[-1.204055203166644, -1.8204937627131788]], [[-3.6067639618191207, -1.5287696476308463]], [[-0.612308917240102, 5.0]], [[-1.3631070770615576, -5.0]], [[0.6161112422644136, 5.0]], [[-4.4134598972280035, 2.902648530685804]], [[3.602769903498184, 5.0]], [[1.5498202474588254, 5.0]], [[-0.48505563005288727, -0.9573984328737882]], [[-3.894806879050597, 4.659006358178119]]]"
5,"[2.142423271542992, -2.560092789723037]",[37.66819624],[0.14819624],"[array([-3.44771312,  4.87926277]), array([ 4.58438071, -2.06399728]), array([-0.9153005 , -4.96119566]), array([-2.96409013, -0.20601795]), array([0.74167632, 0.9815309 ]), array([1.81243723, 3.05072428])]",[7.62688064e-07],5,2.0965250048781474,9.064098373942947,[ 2.49   -1.9692],37.52,"[[[-3.447713116702867, 4.879262767384365], [4.584380713217758, -2.0639972793955157], [-0.9153005033732793, -4.961195655439202], [-2.9640901274999987, -0.2060179549167156], [0.7416763245036497, 0.9815308971693408], [1.8124372339382688, 3.0507242755722537]], [[0.7174896843490636, 0.9279069736127286]], [[0.15088651726631033, 4.263721325688935]], [[0.14459268869296277, -2.704170897332876]], [[2.902932865929795, -5.0]], [[3.373418930996371, 4.682695299573707]], [[0.7349116342417005, -5.0]], [[3.1636333034914377, -0.27270560410352657]], [[-1.8080811268820332, 3.3696546446605593]], [[-1.2346889987664709, 5.0]], [[-1.5352417946278858, 5.0]], [[-1.0212987213916571, 2.554405550330806]], [[5.0, 5.0]], [[2.142423271542992, -2.560092789723037]], [[3.2578249815662232, -2.7130882710631656]], [[1.6298587851990527, -1.8886181207661972]], [[3.194213144615807, 2.1008431404834846]], [[3.8376274576511538, 2.510574505786527]], [[4.25863504926898, 5.0]], [[-3.8431257495518656, 0.9135294890301529]], [[-0.33276282051290523, 0.8634531965598993]], [[4.120171603726852, 3.9184614597154144]], [[3.5075074251583502, 1.1442626613283269]], [[-0.785344013896133, 3.0609748120087716]], [[0.8506487687284411, -2.624454603991456]], [[-1.7858534862940658, 3.132888912288342]], [[2.2601969482869135, -0.8208490873117522]]]"
6,"[-2.2084842580581827, 1.8731213728296947]",[-424.92986653],[0.82013347],"[array([-3.44771312,  4.87926277]), array([ 4.58438071, -2.06399728]), array([-0.9153005 , -4.96119566]), array([-2.96409013, -0.20601795]), array([0.74167632, 0.9815309 ]), array([1.81243723, 3.05072428])]",[2.25591266e-06],6,2.8057497271163303,7.851282065359111,[-1.3248  2.8794],-425.75,"[[[-3.447713116702867, 4.879262767384365], [4.584380713217758, -2.0639972793955157], [-0.9153005033732793, -4.961195655439202], [-2.9640901274999987, -0.2060179549167156], [0.7416763245036497, 0.9815308971693408], [1.8124372339382688, 3.0507242755722537]], [[-5.0, -5.0]], [[-2.0135653225658046, 5.0]], [[-2.854703099318412, 5.0]], [[-2.336767532614249, -5.0]], [[1.7403444735534919, -2.7814830639813137]], [[-0.27633524452493957, 5.0]], [[3.914714040227423, -0.7590098402833432]], [[-3.920956615112455, -5.0]], [[-1.0657446056538509, 5.0]], [[-5.0, 5.0]], [[2.4924985282537917, 3.980675749118924]], [[-4.801401974754852, 3.509853529353796]], [[-1.3531784878112472, 2.0560563884703487]], [[-0.05800274797835341, 0.7293440414651012]], [[1.3449133975169167, 0.7118188155551136]], [[-2.077542872350677, -4.736877380272079]], [[-0.6981972291122304, 4.7588817230339]], [[-0.9207564236236357, 1.823723929023571]], [[-2.2084842580581827, 1.8731213728296947]], [[-4.172412577244398, 0.30685340576738174]], [[-0.04813172105009221, -3.3206063533303465]], [[-5.0, -0.5112193316558207]], [[-3.8929264520282736, 2.8902528650604116]], [[-0.5189274562340304, -1.302288745475471]], [[-5.0, -3.1901936694631337]], [[-3.32927531638953, -1.8880335704149187]]]"
7,"[-0.0205281483114898, -0.22087963625119617]",[-220.89632033],[0.00367967],"[array([-3.44771312,  4.87926277]), array([ 4.58438071, -2.06399728]), array([-0.9153005 , -4.96119566]), array([-2.96409013, -0.20601795]), array([0.74167632, 0.9815309 ]), array([1.81243723, 3.05072428])]",[2.28625341e-08],7,1.4993491340516485,6.185056382457753,[-0.0522 -0.2904],-220.9,"[[[-3.447713116702867, 4.879262767384365], [4.584380713217758, -2.0639972793955157], [-0.9153005033732793, -4.961195655439202], [-2.9640901274999987, -0.2060179549167156], [0.7416763245036497, 0.9815308971693408], [1.8124372339382688, 3.0507242755722537]], [[-0.6755221354984178, 2.2326723036041427]], [[-5.0, 5.0]], [[-2.906717006119687, -3.070239389767185]], [[1.3316852230827083, -5.0]], [[-2.4447473296721016, 5.0]], [[-0.16546899104359025, -5.0]], [[1.2062870715337752, 5.0]], [[2.4725561564046803, 5.0]], [[0.39450764905105573, 5.0]], [[-4.380047177687303, -5.0]], [[-1.910838324053496, -1.6051824715244365]], [[-3.9518842855980325, 5.0]], [[-0.0205281483114898, -0.22087963625119617]], [[-4.1786760077492895, 2.5382114356063616]], [[-1.4051996869476069, -0.4214160071846505]], [[0.3593398689234681, 0.4420121991917302]], [[2.626177682763572, -5.0]], [[1.6836080741717279, 5.0]], [[4.208499974077002, -5.0]], [[2.196170560025915, 5.0]], [[1.4105297661652176, -3.18830150136181]], [[-2.1721999620215544, -1.20096895140044]], [[0.9821217205323283, 3.6991682610522436]], [[-3.2375090306999765, 3.0118623448214983]], [[-1.6389148446686557, 0.04198158111636319]], [[-1.1611789274366646, -1.0820531871331522]]]"
8,"[-1.5550962307017004, 1.9126117851222004]",[-356.25196331],[3.22803669],"[array([-3.44771312,  4.87926277]), array([ 4.58438071, -2.06399728]), array([-0.9153005 , -4.96119566]), array([-2.96409013, -0.20601795]), array([0.74167632, 0.9815309 ]), array([1.81243723, 3.05072428])]",[4.97956942e-06],8,2.2722250730525553,7.497985901889074,[-2.9022 -2.4774],-359.48,"[[[-3.447713116702867, 4.879262767384365], [4.584380713217758, -2.0639972793955157], [-0.9153005033732793, -4.961195655439202], [-2.9640901274999987, -0.2060179549167156], [0.7416763245036497, 0.9815308971693408], [1.8124372339382688, 3.0507242755722537]], [[3.109581056077453, -0.2797614510254385]], [[4.958938685193923, 4.954080858266859]], [[3.9530463945293057, -0.1349171345562884]], [[4.630634250325714, 0.8961248777802974]], [[-1.8828745767073354, 4.82198783568436]], [[-4.938885935837122, 1.047038216558021]], [[-5.0, -5.0]], [[-3.26177969286606, -5.0]], [[-2.6714066375215038, -2.561967144950613]], [[-0.7439444091525089, 3.3585023113487407]], [[-1.5550962307017004, 1.9126117851222004]], [[1.1664393033202847, 1.3194599111860599]], [[-0.279912126699284, -3.7512643993033845]], [[-4.352979264376188, -3.638926686529557]], [[-3.459112872499052, 2.451244264804059]], [[-1.7066790715144278, -3.8104824114837808]], [[-2.411804725405781, 3.7268314565125378]], [[-1.2665236991394726, -0.6526942384922444]], [[-0.2917726888155938, 1.8925095006305492]], [[-4.9550129730680705, 2.9985466609946863]], [[-4.267575268773671, -1.0821255946641444]], [[-0.12522003788033528, -1.5026508592234142]], [[-4.191566801494884, -4.9097115504118785]], [[-4.053506110567432, 0.7852408907967783]], [[-3.7480171774491837, -5.0]], [[0.317850051278358, 5.0]]]"
9,"[1.8041070511641528, 0.6881918374804082]",[41.96896042],[14.48896042],"[array([-3.44771312,  4.87926277]), array([ 4.58438071, -2.06399728]), array([-0.9153005 , -4.96119566]), array([-2.96409013, -0.20601795]), array([0.74167632, 0.9815309 ]), array([1.81243723, 3.05072428])]",[5.82384901e-05],9,1.3072499167263665,7.836323765733396,[2.6274 2.0286],27.48,"[[[-3.447713116702867, 4.879262767384365], [4.584380713217758, -2.0639972793955157], [-0.9153005033732793, -4.961195655439202], [-2.9640901274999987, -0.2060179549167156], [0.7416763245036497, 0.9815308971693408], [1.8124372339382688, 3.0507242755722537]], [[4.35078066011563, 4.53595838406134]], [[2.444061399909099, -1.1319698576650827]], [[-5.0, 4.990198423620917]], [[3.649904912066641, -0.3893843692597686]], [[-0.046271945699952396, -3.806769328908369]], [[3.207080787288456, -3.1798440330217037]], [[2.0693746266045774, -3.0033854562663223]], [[-0.46871379428359533, 4.200880461749075]], [[4.101258272680413, 2.1172020992598606]], [[-1.945749819267407, 0.3464464374578968]], [[-2.3127197922061278, 0.5218574889559728]], [[1.2091712939737291, -1.0186006540680261]], [[0.5334030184767713, 5.0]], [[1.532218834389753, 4.307487945087679]], [[5.0, 5.0]], [[1.0939080297789867, 2.633182158908678]], [[-1.7950570321617574, 5.0]], [[3.247063827627439, 5.0]], [[3.179503594641668, 2.9533779082445197]], [[-2.8595153299422975, -5.0]], [[1.0804790254913854, -5.0]], [[1.8041070511641528, 0.6881918374804082]], [[-1.1355869481880356, -1.2274024618778379]], [[-0.1683308885493184, 2.601419237188874]], [[-1.1648013619182596, 3.9610442413689473]], [[-0.2877313041634222, 5.0]]]"
