,xopt,yopt,regret,doe,precision,f_s,min_dist_to_opt,maxx_dist_to_opt,real_xopt,real_yopt,bo_history
0,"[-5.0, 2.8320585603643362]",[311.91337681],[1.29337681],"[[-4.92681521  0.93020236]
 [ 1.64178908 -4.19634342]
 [ 2.88219094  4.03848469]
 [-1.16935313 -1.0888052 ]
 [-2.36713767  3.74409318]
 [ 4.09157217 -1.38249338]]",106028.26165696193,0,1.745872997019876,8.600994877297442,[-3.58617067  2.49428077],310.62,"[[[-4.9268152099102736, 0.9302023611962795], [1.6417890787124634, -4.196343421936035], [2.8821909427642822, 4.038484692573547], [-1.1693531274795532, -1.0888051986694336], [-2.3671376705169678, 3.744093179702759], [4.091572165489197, -1.3824933767318726]], [[2.8162098873796673, -1.551485285288404]], [[3.361578043575774, 2.8245667492670448]], [[-4.615562990622042, 0.9331072758764534]], [[-4.641699708559782, 2.983932825196998]], [[1.5555133308367728, 0.8105805675747574]], [[-4.168501751163559, 4.487695555920731]], [[-3.6639052401799646, 2.9023014695133456]], [[4.012323577941485, -5.0]], [[-0.0019403815902404322, 2.933986212980084]], [[-0.25143051065172334, -5.0]], [[-5.0, -5.0]], [[-0.3812282381666264, 5.0]], [[2.576257135377533, -2.929606335125979]], [[-4.134968503575032, 3.54720228281965]], [[-3.026191900082412, -4.756392568729258]], [[-2.31452312512326, -0.6140179110031454]], [[-0.9067224250816688, 4.185230752456816]], [[-0.751694697296168, -3.179113673148363]], [[-3.615672483990373, 2.935758650963099]], [[-1.7287072850997058, -4.685491528984436]], [[-2.444189703197052, 3.906733069758951]], [[-1.378302011942456, -3.0091655749303023]], [[-5.0, 2.8320585603643362]], [[1.3543611715313928, -3.1452224074130615]], [[-2.11142373654732, 2.7269065097377223]], [[-3.887162011475589, -4.639291344422127]]]"
1,"[-2.455538989561702, -1.7290579748430253]",[40.78001904],[1.9044858e-05],"[[-0.62500367  1.54659835]
 [ 3.72193694 -3.12584549]
 [ 0.58105588  4.4469744 ]
 [-2.56470799 -0.2450484 ]
 [-3.84569988  2.78218031]
 [ 1.76685214 -1.9010976 ]]",3068.3287552560196,1,1.5432329044224549,6.960831565456524,[-2.51487651 -1.78747656],40.78,"[[[-0.625003669410944, 1.5465983469039202], [3.7219369411468506, -3.125845491886139], [0.5810558795928955, 4.446974396705627], [-2.5647079944610596, -0.2450484037399292], [-3.8456998765468597, 2.7821803092956543], [1.7668521404266357, -1.901097595691681]], [[-4.757214855657629, 0.2756649997454961]], [[-3.575107008960278, 1.9527871837020179]], [[-4.371562842987132, 1.4671642487774474]], [[-3.588471227610087, 4.357587454905862]], [[0.5216294096848411, 2.306329592133608]], [[0.7214648098232895, 2.1498823903475324]], [[-2.566845793745243, -4.849632452943163]], [[-2.6851647272953567, -1.6417273856185353]], [[-2.818529351261433, -1.7241805956531717]], [[-0.3307098654487054, 2.979923402091537]], [[0.2900793997353926, 5.0]], [[-0.4614940726645707, -4.4280898697651425]], [[-0.7200062264719607, -5.0]], [[4.232007186694371, -3.8632187059155743]], [[-2.7732281002881916, 1.3665180674962991]], [[-0.077149785331449, -4.9458506258092125]], [[0.013120876495603107, 1.4735277923767776]], [[0.2289137501513429, 3.6609504471500567]], [[-0.2796663840652222, 2.306459554619653]], [[-1.4115785750189282, -4.260981606984628]], [[-3.12975396271254, -1.3119928646108796]], [[-2.1947551264514655, -1.812263992465322]], [[1.1888912545951447, 4.876106762981465]], [[0.37155604945741044, -4.163964800571932]], [[-2.455538989561702, -1.7290579748430253]], [[-0.4295589428338949, 4.763222363478673]]]"
2,"[-2.573281236372766, -3.0979772329318065]",[0.46235444],[2.06235444],"[[-3.49128473 -2.29917971]
 [ 3.14631581  2.79453993]
 [ 2.13116169 -3.02547082]
 [-2.47635692  1.88020051]
 [-1.23801559 -4.23094384]
 [ 0.87322176  0.66868126]]",264.271086113492,2,1.4253215437036788,5.305445087414669,[ 1.12844842 -2.01250113],-1.6,"[[[-3.491284726187587, -2.2991797141730785], [3.146315813064575, 2.7945399284362793], [2.131161689758301, -3.0254708230495453], [-2.4763569235801697, 1.8802005052566528], [-1.238015592098236, -4.2309438437223434], [0.873221755027771, 0.668681263923645]], [[-2.9166094285523245, -4.1163332553092635]], [[3.408061359754339, -0.5879376221538769]], [[-0.7881473244441083, 3.4612623305050905]], [[-0.9072457865641229, 2.5468537274635237]], [[-5.0, 1.4049059906525485]], [[-0.07458103483437817, 2.310149617351842]], [[2.737004651666719, 0.7523815038311471]], [[5.0, -2.5568217694392006]], [[4.463728747804657, -1.3540104200317902]], [[-0.8902681376106281, -0.41362155968693765]], [[-1.2184023432241866, 3.7506695488404276]], [[5.0, -5.0]], [[3.6944771419456983, 0.16570086623331182]], [[4.364712578470453, 1.9545880017482702]], [[4.948661661918403, 2.7839006186811632]], [[-1.5745938227989624, 2.9617763381844675]], [[4.020436402283635, 1.3589766143042854]], [[2.9319961860700423, -0.07273668935785005]], [[-2.16416641178034, -3.2365163360798155]], [[-1.4758255327074419, -2.7085067909754654]], [[-3.012153414607337, -3.209953784849487]], [[0.8541222460282103, 4.362488949812167]], [[-2.573281236372766, -3.0979772329318065]], [[-5.0, -3.5682663670251236]], [[-5.0, -2.845936049958935]], [[0.8305315334172778, -5.0]]]"
3,"[4.6271664526762795, 3.987881508274807]",[-366.5764455],[4.2635545],"[[-4.32824232 -0.24604435]
 [ 1.10569954  0.20880938]
 [ 3.67548466 -3.80407169]
 [-1.7413941   3.84618223]
 [-0.56010753 -3.68476644]
 [ 4.87632334  3.64264846]]",126907.11006221645,3,2.251950264829379,7.46412457497392,[ 3.11464116 -0.80875318],-370.84,"[[[-4.328242316842079, -0.24604435078799725], [1.1056995391845703, 0.20880937576293945], [3.6754846572875977, -3.804071694612503], [-1.7413941025733948, 3.8461822271347046], [-0.5601075291633606, -3.6847664415836334], [4.876323342323303, 3.642648458480835]], [[-1.8728889343772357, -2.833972910372451]], [[4.882394510787154, -4.050870294166626]], [[3.8293323507419625, -3.7440767909429793]], [[1.1602393671717612, 1.9818363506239924]], [[5.0, 3.4712814670934655]], [[-3.391024961923888, 3.25239596738606]], [[-3.967168105509523, 3.1883722247790702]], [[-0.009987579391168566, -0.9383557185597127]], [[0.40075290442932904, 0.145511239632224]], [[0.9694427060155696, -3.5323724208007126]], [[-2.933024950746659, 0.716284497758864]], [[0.20277068714125307, 0.29366926711106056]], [[4.532934209446376, 0.598515994234307]], [[0.5399810294397616, -3.575162744382334]], [[0.82041761540267, 0.3732573295274112]], [[-3.008952717312766, 3.2335212237428497]], [[4.6271664526762795, 3.987881508274807]], [[-3.485660406908681, 2.5987408071132223]], [[0.8321030445077225, -4.006655279510554]], [[1.2425494808306987, 0.6055242932996202]], [[-3.4960645177680254, 3.6590749903975848]], [[0.8265168674177357, -3.144649192351874]], [[-2.49270101194755, 0.39287525315066957]], [[1.2655053036494452, -3.4287359599201466]], [[4.49274476990967, 3.699184723058771]], [[4.8799304497292715, 4.33953598745827]]]"
4,"[1.2048866418754627, 1.4704960033391332]",[-31.17449482],[1.38550518],"[[ 4.69830493 -2.82870884]
 [-3.93278196  4.98882771]
 [-0.4488343  -0.94516754]
 [ 0.92137575  1.8723762 ]
 [ 1.30748332 -1.83869809]
 [-2.40533322  0.96907079]]",439.50035601593135,4,1.4390096010637232,9.63230447461375,[ 1.05007547 -3.25449816],-32.56,"[[[4.698304925113916, -2.828708840534091], [-3.9327819645404816, 4.988827705383301], [-0.44883430004119873, -0.9451675415039062], [0.9213757514953613, 1.8723762035369873], [1.3074833154678345, -1.8386980891227722], [-2.4053332209587097, 0.9690707921981812]], [[-1.4626767959255105, 4.051530702979994]], [[0.8455021325576998, 1.818400293549693]], [[5.0, -0.5013303899563002]], [[-1.2065171086594846, -0.34104159492220093]], [[-0.11930068406414027, -0.6199948244813942]], [[0.8850756301506107, 3.789072281925365]], [[-0.2868258237140333, -2.5286874660368515]], [[1.2048866418754627, 1.4704960033391332]], [[0.7496379145546299, 0.7986952421379538]], [[-2.9239256780471177, 1.542160942978505]], [[0.008052278648795074, -0.9857820497763888]], [[1.7315421750955986, 1.348629156975044]], [[0.27943382852598153, 2.555464285185088]], [[-0.34437849523725994, -0.22640699468518025]], [[1.8657309181500894, 1.9197233921954802]], [[1.7201482209172974, 0.7571398183394157]], [[-4.391500381344435, -3.78233259798584]], [[0.07085926760698064, 3.757231802457562]], [[-3.1140056217684773, 0.6555309558735318]], [[2.4203749380497697, 0.790916151163701]], [[-3.7941603997938844, 0.9202225700483174]], [[1.7461942284382461, 4.186912233588386]], [[-3.8577830096506043, 0.2651032257166234]], [[1.0298104189288586, 4.888509290650263]], [[-4.764086859615258, 0.780425717394126]], [[1.5306249849572402, 3.4167192708422744]]]"
5,"[-2.0162493516046407, -0.07198879803758583]",[517.42905356],[2.02905356],"[[ 4.88969211  1.5696738 ]
 [-2.66974583 -0.02039641]
 [-2.41056651  4.21496987]
 [ 0.18562734 -2.62902334]
 [ 2.20674276  2.61098385]
 [-0.04081696 -4.15985055]]",281034.0591338643,5,1.07059138503217,8.672358884228476,[-3.47257317 -0.72865779],515.4,"[[[4.889692105352879, 1.5696738008409739], [-2.669745832681656, -0.020396411418914795], [-2.410566508769989, 4.214969873428345], [0.18562734127044678, -2.6290233433246613], [2.206742763519287, 2.6109838485717773], [-0.04081696271896362, -4.159850552678108]], [[-4.859349159374325, -0.09570383072021627]], [[3.8859219688101945, -4.546790993522235]], [[0.3751119777208567, 2.382143104614979]], [[0.3600194821670111, 2.0450124351711705]], [[-1.4784225228439762, -0.47223094548623124]], [[0.8134940984578058, -1.981988652149668]], [[-1.5518566296258058, -0.5155216687140434]], [[0.33623880384205335, 3.0918755606291803]], [[-0.12693009087702364, -3.429751619553612]], [[-1.8704094284821524, 0.29019240209614816]], [[-1.1344594282364293, 2.7162337346669774]], [[-1.5367837984240806, -4.421988524290704]], [[5.0, 0.803718335559576]], [[5.0, 2.1644830416472964]], [[-1.3824236551689901, -2.434579945154034]], [[1.2747983293234657, -2.8400645991357742]], [[5.0, -1.497637278670706]], [[3.6411463730700637, -1.0065008524309305]], [[-2.0162493516046407, -0.07198879803758583]], [[5.0, -2.282252297979034]], [[4.112211737748681, -2.192235988719532]], [[4.371094792088009, 5.0]], [[-2.576969774695821, 3.111964374170916]], [[5.0, -2.7450935339286997]], [[-2.4988789677361414, 2.017360296320906]], [[0.388064957878339, -4.966151511911112]]]"
6,"[-0.8697953545263301, 1.37471809883601]",[988.21206677],[1.98206677],"[[ 3.97476651 -4.70238514]
 [-1.48474842  0.57117522]
 [-4.17984784 -1.3485235 ]
 [ 1.59217417  3.30007732]
 [ 0.78990757 -0.09762287]
 [-3.43685687  4.55093622]]",1004173.7291917877,6,2.286011854945141,8.606031053996164,[-3.60340225 -3.56066289],986.23,"[[[3.974766507744789, -4.702385142445564], [-1.4847484230995178, 0.571175217628479], [-4.179847836494446, -1.348523497581482], [1.5921741724014282, 3.3000773191452026], [0.7899075746536255, -0.09762287139892578], [-3.4368568658828735, 4.550936222076416]], [[-5.0, -0.39454416822570554]], [[0.6114887915994117, -0.09481839750077753]], [[-0.09903870411730105, -0.9688702672103874]], [[-0.31333423434156377, 4.370824987794055]], [[4.361744502746268, 4.656316471255149]], [[4.84873575736067, -0.2647546365449112]], [[3.1950228350128764, 2.4540088435465304]], [[2.194996504978189, -1.4562167249364113]], [[2.05597402171586, -2.061753649380653]], [[1.4520119648927479, 0.6594076782925392]], [[-0.606419819049771, 0.14261821039870753]], [[-5.0, 0.895255380369832]], [[-2.6371509872271583, -1.7476929260778977]], [[-0.09660990368304405, -0.16554807150285927]], [[0.49688686082322253, -0.0017302337671796118]], [[-0.7541882716634796, 0.6819263275196806]], [[-0.8697953545263301, 1.37471809883601]], [[-3.431081424144245, -2.1946141299738438]], [[0.7894895414626641, -0.5069253103117294]], [[-1.7106143321334033, 1.2698853704602175]], [[1.1909402568569163, 1.4147218636313654]], [[-2.449290987994029, -2.3583870493025607]], [[-2.569209909809781, 0.7246721952141287]], [[-5.0, 1.2794700687417162]], [[-3.9312465368566207, -1.9047953057818154]], [[-0.24481706123920927, 1.1439906217469704]]]"
7,"[0.74654221534729, 0.5873233079910278]",[124.93373965],[0.85373965],"[[-3.23352049  2.91844643]
 [ 2.92831719 -3.25529426]
 [ 0.74654222  0.58732331]
 [-0.43651432 -0.89517832]
 [-2.3130852   1.59740388]
 [ 1.36829317 -1.91513896]]",19878.27593691571,7,2.48195352538649,6.987685020725908,[-3.52272698 -0.56982016],124.08,"[[[-3.2335204910486937, 2.9184464272111654], [2.9283171892166138, -3.2552942633628845], [0.74654221534729, 0.5873233079910278], [-0.43651431798934937, -0.8951783180236816], [-2.313085198402405, 1.597403883934021], [1.3682931661605835, -1.9151389598846436]], [[3.3067823829311696, -3.3004482605625696]], [[1.9795266918795558, 0.3298776588524279]], [[-2.4681054829668057, -0.4993423927763415]], [[2.74445350077564, 5.0]], [[-3.4804716540153184, 0.7395748135935273]], [[-5.0, 5.0]], [[2.331016665101379, -4.830887744118746]], [[0.11941457369470405, 0.07903699068213348]], [[1.4546713334461923, 0.8386482707109129]], [[-5.0, 4.300707533795061]], [[0.1199098736481123, -0.5579096596014749]], [[1.7546398410468422, -3.7871117325986132]], [[0.30557820052419016, 0.44805723632866845]], [[0.8655421335752305, 3.049757364202179]], [[-3.195361996765056, -3.4504895985692596]], [[0.04343398022615333, 0.10870276756664327]], [[-0.5653565156264964, 1.7030088906655703]], [[0.8411556034978726, 1.5074338435262167]], [[-0.558777908187924, -0.13201874476210512]], [[0.33922314260897224, 3.048407050151692]], [[1.1497954766369987, 0.4649118473980894]], [[0.6884108845579172, 2.794857235918122]], [[-1.1132075360512947, -0.6099769858753676]], [[1.4665447125867683, 2.784644335502963]], [[-3.277935177761809, 4.399419062729818]], [[-0.47644238450063825, 2.730860504442341]]]"
8,"[-2.6890663602230394, 0.9665203481869699]",[-468.30945924],[0.00054076],"[[ 0.35693159  2.17255685]
 [-1.88529402 -1.65552169]
 [-2.66384184  3.10130179]
 [ 4.89526272 -3.22677687]
 [ 3.51582408  4.51491296]
 [-3.88200089 -4.31325868]]",206604.61449011913,8,2.0652804736924333,8.878752420739342,[-2.88663302  1.04807323],-468.31,"[[[0.3569315932691097, 2.1725568547844887], [-1.8852940201759338, -1.6555216908454895], [-2.6638418436050415, 3.1013017892837524], [4.895262718200684, -3.2267768681049347], [3.51582407951355, 4.514912962913513], [-3.882000893354416, -4.313258677721024]], [[-2.574536183588477, -2.084019949153558]], [[-2.4756028582116825, 0.5517785036924657]], [[2.518070142287216, 2.251766045450232]], [[5.0, 0.06814477741048083]], [[5.0, -2.1067801136526727]], [[-5.0, -2.1375477398137877]], [[-2.450834015232828, -1.1825997327526174]], [[-2.291010822913244, -3.183781173866961]], [[0.4296819899771844, 2.2438293051464866]], [[-2.1165115864612662, 1.3677481888315985]], [[-3.0817768347589403, 1.241950490946763]], [[1.8478662507559793, 1.0416915428320639]], [[-3.35520683413781, 2.003010055518511]], [[-3.8095368880734846, 0.5550189416099864]], [[-2.738260252122544, 1.3206770982866245]], [[-1.5498316576324036, 0.8775762616568505]], [[0.38408302248933024, 0.6004627779908834]], [[-2.819775124069235, -1.7454402297478329]], [[-2.3365577377452884, -1.829029485335222]], [[-4.0354937610121455, 1.3364286934857261]], [[-2.59247118437763, -2.332642611958057]], [[-2.6890663602230394, 0.9665203481869699]], [[-0.5440236194922415, 1.4145055895551841]], [[1.6955716563968708, 1.7948899810039196]], [[-1.55603502197944, -1.2276122793620619]], [[-3.5999100091948786, 1.176651443027749]]]"
9,"[-3.720412746337011, 2.479500436102577]",[-59.55204148],[1.06795852],"[[-4.54758752 -2.04755874]
 [ 1.02088332  1.56870425]
 [ 3.28933299 -3.1210354 ]
 [-2.28479207  3.26725781]
 [-1.14673913 -3.79996791]
 [ 4.49495375  4.88360465]]",2230.578840777087,9,1.5244081051493197,10.030213856423236,[3.78616363 3.53399854],-60.62,"[[[-4.547587521374226, -2.04755874350667], [1.020883321762085, 1.5687042474746704], [3.2893329858779907, -3.121035397052765], [-2.2847920656204224, 3.267257809638977], [-1.14673912525177, -3.7999679148197174], [4.494953751564026, 4.883604645729065]], [[4.435414908352863, -0.8787216185641427]], [[-2.1364646433798717, -4.510706561252666]], [[-0.5524082351369772, 3.1076450227078123]], [[3.144685269413867, -0.7086640098025424]], [[-2.216747934248524, 3.4097547795008945]], [[-3.598296078703978, 3.221618248686082]], [[-4.594313405039549, 2.825576814016931]], [[4.1647368364668145, -1.5835002210295512]], [[-1.4747120156377258, 1.0323740014565779]], [[-5.0, 4.22399706179519]], [[4.23599594824719, 1.0799169564844244]], [[1.6044574582001918, -1.2376009903728067]], [[-4.063636476944382, 1.6507960224970406]], [[5.0, -0.2619437552902793]], [[0.23956904817677654, 0.18271689854282364]], [[-5.0, 0.16904258365145436]], [[5.0, -2.0629600029134916]], [[-1.758968584016322, 1.669351402488546]], [[-5.0, -3.141625284903929]], [[1.4113672024007602, 0.42364617180748]], [[-0.2168702880211562, -0.22207428380097385]], [[-3.6455139205963154, -3.1716563835126075]], [[-3.720412746337011, 2.479500436102577]], [[2.0454436933671873, 3.333035031302848]], [[-0.1576268195657579, 1.202605112496764]], [[1.2037566051688549, 3.1253497195932787]]]"
