,xopt,yopt,regret,doe,precision,f_s,min_dist_to_opt,maxx_dist_to_opt,real_xopt,real_yopt,bo_history
0,"[0.18866882863823484, 2.1015759313685503]",[312.56567686],[1.94567686],"[[-4.44532413 -0.81836649]
 [ 0.55467587  2.51496684]
 [-1.94532413 -3.04058872]
 [ 3.05467587  0.29274462]
 [-3.19532413  3.62607795]
 [ 1.80467587 -1.9294776 ]]",105905.28139362377,0,1.197382929838862,6.996256443806251,[-3.58617067  2.49428077],310.62,"[[[-4.445324130660136, -0.8183664928622019], [0.5546758693398637, 2.514966840471131], [-1.9453241306601363, -3.040588715084424], [3.0546758693398637, 0.29274461824890885], [-3.1953241306601363, 3.626077951582241], [1.8046758693398637, -1.929477603973313]], [[-0.8942580086118435, -3.434709249685649]], [[2.4471259300735677, 2.0868973275940608]], [[-0.4257106869201184, -0.15226971281124627]], [[-1.9687956305728647, -2.9598573961042542]], [[0.2781249188592199, 3.717679027383723]], [[0.2930336387514837, 1.788162064853801]], [[-0.8180966327079042, -2.644945790290475]], [[-0.4601065106444236, -3.9442590017170263]], [[0.5470503287758994, 1.4732742974894475]], [[-1.168337268065745, -3.277278349296637]], [[-2.315395962932536, -3.410405654820662]], [[0.7632320479662967, 2.5780661667330924]], [[2.809847144603842, -0.4309003083246471]], [[0.2908555168226238, 0.9819493518233684]], [[-1.8810621493456277, -2.2734266217075745]], [[2.796717579167552, 0.5844657196765024]], [[2.0648114832352022, -1.600870937916526]], [[2.0310947211970256, -2.810154738725556]], [[0.18866882863823484, 2.1015759313685503]], [[2.6167085260058083, 0.09899700273978543]], [[1.9200970113460778, -3.669038363422005]], [[2.153962041235671, -3.623153814432401]], [[2.116911125863658, -4.828297609679136]], [[2.241937483281645, -2.6717970146204726]], [[-0.10118902793769054, 2.1868906396840084]], [[2.408412950822132, -3.6315933958629354]]]"
1,"[1.588216055053768, 1.6554035140257868]",[42.65651307],[1.87651307],"[[-2.25873263  4.57315716]
 [ 2.74126737 -1.47622555]
 [-3.50873263 -4.80955889]
 [ 1.49126737  1.85710778]
 [-1.00873263 -0.36511444]
 [ 3.99126737 -3.69844778]]",3057.951992388659,1,2.0716137142071056,6.780982169112016,[-2.51487651 -1.78747656],40.78,"[[[-2.2587326263403407, 4.57315716141917], [2.7412673736596593, -1.476225554630214], [-3.5087326263403407, -4.809558887963545], [1.4912673736596593, 1.8571077787031198], [-1.0087326263403407, -0.3651144435191025], [3.9912673736596602, -3.6984477768524346]], [[-1.1152428148271487, -0.3132411726018749]], [[-0.4409443803059291, 1.6120087836178292]], [[4.7771206717162995, -0.6165729735982886]], [[-3.4259114223774514, 2.1787092237854555]], [[-3.1316934839716484, 4.905539565497332]], [[1.3754720623694818, 4.12204052920522]], [[0.7955533141481691, 3.6797424883740835]], [[-4.458660759708088, -2.6133385713989132]], [[-4.6267620157030604, -2.2671547548702624]], [[-3.0736455009486625, 2.983331234802774]], [[3.7279916520663714, 0.700880362320127]], [[-0.5045413490833363, 2.7353319707176444]], [[2.4612315694837696, 0.906689372040148]], [[-0.5144847027902939, -3.042248470279873]], [[-1.5624695728800517, 0.453845720699713]], [[5.0, -0.49653278879318885]], [[-4.8495303645866725, -4.225177440748483]], [[-1.5192488840643648, 3.216829093722145]], [[2.4897157666338736, -2.026545296679383]], [[3.394606101788841, 0.7577648162310152]], [[-5.0, -0.9103169924723475]], [[0.06617969946621063, 1.792139478792889]], [[2.440962140300326, 1.8337242474362727]], [[-0.5991739241928552, 1.3210724945492036]], [[1.588216055053768, 1.6554035140257868]], [[3.0147582938738475, 0.5672946607223878]]]"
2,"[1.5749298539987022, -2.0884463797708555]",[-1.58567923],[0.01432077],"[[ 0.31096036  2.12613567]
 [-2.18903964 -3.42941988]
 [ 2.81096036 -0.09608655]
 [-3.43903964  3.23724678]
 [ 1.56096036 -2.31830877]
 [-0.93903964  1.01502456]]",254.49852715192134,2,0.5297026421640827,6.95857746624714,[ 1.12844842 -2.01250113],-1.6,"[[[0.3109603559879117, 2.1261356722866864], [-2.1890396440120883, -3.4294198832688716], [2.8109603559879117, -0.09608654993553856], [-3.4390396440120883, 3.2372467833977954], [1.5609603559879117, -2.3183087721577604], [-0.9390396440120883, 1.0150245611755748]], [[2.151249415719988, 3.7980942853491015]], [[-1.874375574117603, 0.6500364568777961]], [[0.7704936861303127, 0.5560154975669516]], [[-3.533452186819228, 1.7026566309933937]], [[1.4045726125680993, -0.33745796271817596]], [[0.13717641672495304, -0.29870973914306126]], [[-3.646652557173787, -0.13731269541919106]], [[1.6017939006268795, 1.4365464662767402]], [[-2.074851976647436, 0.08685342271515918]], [[1.471565175777416, -4.16416849124331]], [[-1.2798628412705244, 0.8829605174768884]], [[-2.3818194334661626, -5.0]], [[-1.655597316142161, 0.685939120005477]], [[1.5369010687397338, -2.714080291112566]], [[-3.210341933122535, 1.4064101467403851]], [[-3.7114626399086417, -0.42976164754627505]], [[1.5749298539987022, -2.0884463797708555]], [[0.9370189129584043, -2.1469015535649203]], [[-3.042207832066405, 2.092817612258094]], [[0.4363427036046496, -3.9991426531177314]], [[-4.710319180094832, -0.22108971345395212]], [[0.6462429267418257, -4.392807423138865]], [[1.7853020019926351, -4.612687166553819]], [[-0.2750151659134414, -2.184696069510187]], [[0.14643238338886255, -1.8385890695749558]], [[-0.7583357204300487, -1.7632515826442468]]]"
3,"[3.700855427877199, -1.4540377795806292]",[-367.91419566],[2.92580434],"[[-0.94658527 -1.75483267]
 [ 4.05341473  1.57850067]
 [-4.07158527  4.911834  ]
 [ 0.92841473 -4.34742526]
 [-1.57158527 -1.01409193]
 [ 3.42841473  2.31924141]]",126951.19593867518,3,2.5652050131032427,9.185149321381868,[ 3.11464116 -0.80875318],-370.84,"[[[-0.9465852723721371, -1.7548326663119234], [4.053414727627864, 1.5785006670214123], [-4.071585272372137, 4.9118340003547445], [0.9284147276278629, -4.347425258904515], [-1.571585272372137, -1.0140919255711829], [3.428414727627864, 2.319241407762153]], [[-1.4816717766948284, -4.897331165712573]], [[-3.879872572249652, 1.4984515498448028]], [[-4.510629353791835, 1.2282635197441651]], [[-3.392959801522728, 1.209330907418865]], [[1.3501064258292752, -3.7601344738255618]], [[5.0, 0.891749838224653]], [[-0.00471374153254978, 2.7618600074457555]], [[0.2610688416262408, -2.3069156086439886]], [[4.239991978657406, -3.4179250699165897]], [[-0.7628152797610895, 3.801771750725224]], [[5.0, -0.23414382628706237]], [[3.811787569512318, 1.8794564444955448]], [[-1.1010016504191278, 2.0833965003048283]], [[2.0476420905970127, 4.099723075721548]], [[-3.40525633803573, -3.6325224585285096]], [[0.897897920791834, -4.74755750188072]], [[0.10721143685248126, -3.8783223592354505]], [[-3.5035052739543695, -3.217624515438511]], [[0.3861317393965419, 3.4476646038294176]], [[-4.616809074190274, -2.9661759429102177]], [[4.61154948790684, -5.0]], [[-4.4747630198155495, 4.395187938599524]], [[1.1073469508473741, -2.0027631910875767]], [[-1.6121357358534478, 3.2582663097507902]], [[3.700855427877199, -1.4540377795806292]], [[1.0653456813542286, 0.29166801581975826]]]"
4,"[0.3771002676552829, -3.8352256746500544]",[-32.41715818],[0.14284182],"[[-3.10312911  1.2380346 ]
 [ 1.89687089  4.57136794]
 [-0.60312911 -4.89365264]
 [ 4.39687089 -1.5603193 ]
 [-4.66562911  1.77301403]
 [ 0.33437089 -3.78254153]]",424.6756729689705,4,0.8894171419986281,7.871546392837025,[ 1.05007547 -3.25449816],-32.56,"[[[-3.1031291142592354, 1.2380346044685027], [1.8968708857407641, 4.571367937801835], [-0.6031291142592359, -4.893652638329852], [4.396870885740764, -1.5603193049965203], [-4.665629114259236, 1.7730140283368154], [0.3343708857407641, -3.7825415272187417]], [[-2.013758712391144, 1.363306056511539]], [[-3.8381162269554663, -4.0142981082186]], [[3.261931507653504, -5.0]], [[1.4613594362699232, -0.4848076571298279]], [[0.3771002676552829, -3.8352256746500544]], [[1.0026540826998018, -5.0]], [[-3.860759828961486, 1.6253131337573334]], [[-2.291594611783033, 0.743095789307478]], [[-2.6730559907677756, 1.885204408682545]], [[-0.38978523830802114, -4.1668483842035515]], [[-4.661350771157464, 1.0373328925122844]], [[4.324762363924747, -4.998513594022076]], [[1.38537690848014, -1.4426721348570926]], [[2.7638730118334505, -4.590633943661607]], [[-1.2864907179016551, -4.745589175797114]], [[0.42681198514088203, -2.1259675333114423]], [[-3.413425300932369, 2.4963676408470823]], [[-2.1966333521984516, 2.904763635609839]], [[-1.8101323099325342, 3.1500001738157946]], [[-4.2612384222384225, 2.6136799380425018]], [[-2.653167642870786, 4.196028184477411]], [[-3.9499207895674857, 4.317917635149469]], [[-2.9884574870901517, 3.600841843447969]], [[2.006460100889242, -0.9352172978608521]], [[1.9720611727228767, 1.1611443752934894]], [[2.425368633044446, 0.6978032923432466]]]"
5,"[-3.550686547163302, -3.258580504606176]",[517.42821237],[2.02821237],"[[ 2.69931345  2.29697505]
 [-3.55068655 -3.2585805 ]
 [ 1.44931345  0.07475283]
 [-1.05068655  3.40808616]
 [ 3.94931345 -2.14746939]
 [-4.17568655  1.18586394]]",281047.7281800265,5,2.039549431649683,7.556283966259993,[-3.47257317 -0.72865779],515.4,"[[[2.699313452836698, 2.2969750509493796], [-3.550686547163302, -3.258580504606176], [1.449313452836698, 0.07475282872715727], [-1.050686547163302, 3.4080861620604885], [3.949313452836698, -2.1474693934950655], [-4.175686547163302, 1.185863939838267]], [[0.2961193617107414, -2.7886948113025234]], [[-3.7114205368788413, -3.276413736960943]], [[-2.458020149533906, 2.39114535776359]], [[4.946863828783316, 1.6339399227609501]], [[0.5028506123826055, -3.77428615984732]], [[-3.3875993812633713, 2.4352002839343903]], [[4.756069137681728, 4.7993736656629915]], [[0.5822521471086095, -2.7512801597537697]], [[-3.3906474362214682, -3.221649817066698]], [[-1.1487557769473735, 2.190598893955838]], [[1.7364334033673006, 0.5884662205517412]], [[-1.2436459091142211, 4.349892989054948]], [[-1.1034987141556842, 5.0]], [[-1.4891328058291307, 4.095121180468974]], [[1.3882709952561332, -2.0538877842520193]], [[-0.06454794275744861, -1.4068738783170875]], [[1.1802350595077526, -1.1470991343135297]], [[-3.486987464422299, -2.077720711565572]], [[5.0, -0.19084377956803633]], [[4.74966998844181, 2.2912997366621832]], [[-1.3365485085863738, 3.4472992227702255]], [[-3.4713923538040246, -3.938318576009047]], [[-0.8133584236915489, 3.8573870666458676]], [[-0.7751106038633826, 2.878873712612274]], [[-1.529732709962862, 4.807494814841077]], [[-1.7061189602441207, -3.734991178517381]]]"
6,"[-2.9603989919916565, -4.839692423867504]",[986.98504707],[0.75504707],"[[ 3.2436125   0.86354004]
 [-3.0063875  -3.95127477]
 [ 1.9936125   2.7153919 ]
 [-0.5063875  -0.61794144]
 [ 4.4936125  -2.84016366]
 [-4.5688875   3.82650301]]",1003660.318301521,6,0.7134453415980458,8.409247157326275,[-3.60340225 -3.56066289],986.23,"[[[3.2436125044992696, 0.8635400434337281], [-3.0063874955007295, -3.9512747713810867], [1.9936125044992705, 2.7153918952855793], [-0.5063874955007295, -0.6179414380477546], [4.49361250449927, -2.8401636602699756], [-4.5688874955007295, 3.82650300639669]], [[1.075684857818226, -1.5326546703601807]], [[2.4070113459119105, 3.7262864702230396]], [[1.4579091066315115, -1.0324569329798838]], [[3.3463203977918, -4.438976982415004]], [[0.166071504743023, -0.5683498190705496]], [[-1.3038496555382029, -0.850589809028274]], [[3.5687711913781897, 3.732350703296662]], [[4.929068840250855, -2.1830762381921733]], [[-1.3806333047495574, -0.8493216705965791]], [[-0.4058294212667023, -1.6163207808665856]], [[3.8307117286125947, -2.5844242310393017]], [[5.0, -2.9013776207002735]], [[-4.082185667885961, 4.168609845631511]], [[-3.42663140355632, -4.7004353486944215]], [[-0.3364588411150258, 0.2187816762514525]], [[-3.770963523655224, -3.962089717047454]], [[-4.798488235167824, 4.734886324320593]], [[-4.011689831580711, 3.57694638351823]], [[-3.140081317395326, 4.085027500994653]], [[-4.114789861714457, -4.492836131372439]], [[-4.899184161719267, 3.623669461019549]], [[-3.5703635639811817, 3.7321852054363736]], [[-2.9603989919916565, -4.839692423867504]], [[-2.8312117430364303, 3.473512683625758]], [[5.0, -1.858967233644544]], [[-3.8143632123170663, -3.778114228456864]]]"
7,"[-3.125976155840066, -0.8241041596532941]",[124.10287551],[0.02287551],"[[ 3.58003811 -4.28003451]
 [-2.66996189 -0.94670118]
 [ 2.33003811  2.38663215]
 [-0.16996189 -3.1689234 ]
 [ 4.83003811  0.16440993]
 [-4.70121189  3.49774326]]",19713.48778040713,7,0.9323344820398737,8.384973366405095,[-3.52272698 -0.56982016],124.08,"[[[3.5800381073312924, -4.2800345137210645], [-2.6699618926687076, -0.9467011803877314], [2.3300381073312924, 2.3866321529456034], [-0.16996189266870765, -3.1689234026099538], [4.830038107331292, 0.16440993072338195], [-4.701211892668708, 3.4977432640567123]], [[-3.7640959788417296, -2.167527341161369]], [[-3.605926825481527, -0.7265872151588123]], [[3.0166135417364144, -0.20297696010152527]], [[2.8012469939082703, -2.374313217147149]], [[-1.7754729783251277, -4.8431131700811205]], [[-3.9053339238772766, -1.3797185101256253]], [[-1.9609884866883105, -0.7428758340195918]], [[-3.6255821813692855, -2.423637057699799]], [[2.821307409586523, -4.083756149628872]], [[4.4341077404531175, -4.118467852851106]], [[-4.72824557376434, -2.175966371227713]], [[4.141865563475039, -4.56356318217832]], [[1.5734737703304158, 2.6139312221971465]], [[1.3713317280628332, 2.275478815526498]], [[1.9171842173393996, -0.6836533980243857]], [[2.0577003311387214, 0.3137349225116685]], [[-3.0893229589143565, -2.0685734354402787]], [[-3.125976155840066, -0.8241041596532941]], [[3.5725544671408254, -4.707528576563014]], [[-3.4418047493321295, -0.48458823041468885]], [[2.7485839671327232, 0.5813487163986458]], [[2.0998467324085777, 2.78910726921179]], [[4.742437306560432, -4.793276372653863]], [[-0.0946456833488695, -2.2149212010881474]], [[0.9629814817104357, 2.8843636998240574]], [[-3.979302723553476, -0.44129598247266116]]]"
8,"[-3.620300290870709, 1.0666909040421202]",[-467.68093868],[0.62906132],"[[ 1.55541415 -2.13160687]
 [-0.94458585  1.20172647]
 [ 4.05541415  4.5350598 ]
 [-4.06958585 -2.87234761]
 [ 0.93041415  0.46098573]
 [-1.56958585  3.79431906]]",206413.61012757503,8,1.948116148914534,7.768596673614054,[-2.88663302  1.04807323],-468.31,"[[[1.555414154596944, -2.1316068661534535], [-0.944585845403056, 1.2017264671798795], [4.055414154596944, 4.5350598005132134], [-4.069585845403056, -2.872347606894195], [0.930414154596944, 0.46098572643913904], [-1.5695858454030565, 3.794319059772471]], [[-4.539821012279304, 1.8616875448229218]], [[2.5422735744981577, -3.4715314415363983]], [[-4.562129712655558, -1.9879050413793011]], [[-5.0, -3.1932232328562042]], [[1.6205665827261166, -2.202270621730916]], [[-4.136428086235961, 1.9717149816575252]], [[-3.8282810978673854, -1.9702214903618727]], [[-4.385771680116472, 5.0]], [[4.07163763738759, 1.3736408739452828]], [[-2.001880285057975, -2.5361620189576226]], [[-3.2460533003553937, -2.5141475878501]], [[-4.290309296293995, 1.1714273462371838]], [[-1.5252077058659719, -1.4323760853348002]], [[-3.620300290870709, 1.0666909040421202]], [[2.0778705084993137, -0.5195368814937177]], [[-1.5133235536477732, -3.5628895257101125]], [[-2.1718125283870737, -0.7775640679722192]], [[-3.251422715647345, 2.1433436984935006]], [[-0.0438506858865422, 1.2927163688791037]], [[1.8241849512578896, 1.8485246646562825]], [[-3.751864760348531, -0.217197944841951]], [[-2.5392055307367696, -1.8587089995710864]], [[-1.7941866546387237, -1.067430621720236]], [[2.383938823604719, -1.5333850207213529]], [[-4.122481188672884, -2.372273594415186]], [[-4.252374854481264, -3.997357584821545]]]"
9,"[4.347593594225533, 2.8210232721457373]",[-60.46646222],[0.15353778],"[[-0.65240641 -4.58638414]
 [ 4.34759359  2.82102327]
 [-3.77740641 -1.2530508 ]
 [ 1.22259359 -2.73453228]
 [-1.27740641  2.08028253]
 [ 3.72259359  0.59880105]]",2268.835316588801,9,0.9074895796871681,9.254270300346999,[3.78616363 3.53399854],-60.62,"[[[-0.6524064057744683, -4.58638413526167], [4.347593594225533, 2.8210232721457373], [-3.7774064057744683, -1.253050801928338], [1.2225935942255317, -2.7345322834098185], [-1.2774064057744683, 2.0802825314049977], [3.7225935942255326, 0.5988010499235159]], [[-5.0, -4.399056408212724]], [[4.245802481423434, -0.5047487133866575]], [[2.8799461756903737, -1.0791400839476673]], [[3.8833888948743733, 2.832462622672653]], [[4.751807617138199, 2.7852302123437034]], [[4.138692026525826, -0.5950840909203975]], [[-5.0, 1.6280577089985395]], [[1.0104058430185696, 3.7821964195320033]], [[4.0947826717318785, -5.0]], [[4.225317419070413, 4.064689935812098]], [[0.5981677415923048, 4.957316704903401]], [[1.0297831505125898, 2.819722736065603]], [[4.205048438099877, 2.2200328514732073]], [[-4.222593368444543, -5.0]], [[1.7785398030417197, 3.2454384128381704]], [[4.793310068757061, -1.5544018421931645]], [[1.8702863431824386, 2.0714103123298853]], [[-0.06594802782382986, -1.7189443801263005]], [[0.1340981960430798, -0.6495097321712757]], [[2.3219848244594474, 0.7495808365224093]], [[-0.37590524308445855, -2.4915751390716854]], [[-1.0378684812807157, -1.9270997290049072]], [[-3.7145752932900957, 5.0]], [[-5.0, -3.383766181843053]], [[0.2142232015857991, -2.407445782598712]], [[-4.168736926843391, -3.549447598994414]]]"
