,xopt,yopt,regret,doe,normalized_regret,f_s,min_dist_to_opt,max_dist_to_opt,real_xopt,real_yopt,bo_history
0,"[-1.6868336688044947, -2.795563598501108]",[1796.58705282],[1501.40705282],"[array([3.09538721, 0.04316007]), array([ 0.71369076, -3.38758846]), array([0.4230101 , 0.85996995]), array([-1.47189769, -1.81835974]), array([-4.43981697,  3.47977555]), array([-0.08417107, -0.13361665])]",[3.53129279e-07],0,0.7576953369059088,6.5569073232462225,[-1.7768 -2.512 ],295.18,"[[[3.0953872069668606, 0.043160068330151125], [0.7136907613663794, -3.3875884643156633], [0.42301010248049326, 0.8599699505552918], [-1.471897690541124, -1.8183597436310357], [-4.439816972360867, 3.479775550749369], [-0.08417107242634164, -0.1336166525756917]], [[-2.4839125193792855, -4.843392436624634]], [[3.9504370736132266, 2.093119996305348]], [[3.8947178329673027, -1.0027763729031507]], [[-0.8489836948869688, -5.0]], [[1.4588724188518711, -5.0]], [[3.5740024583827026, -1.2190286655253058]], [[5.0, -3.6578446347793196]], [[5.0, 1.4973800196751548]], [[-5.0, 1.5962346924692004]], [[5.0, -2.6290707887199587]], [[-5.0, -2.9789149980714216]], [[-1.777412299727694, -3.974850652723527]], [[-1.6868336688044947, -2.795563598501108]], [[-5.0, -1.429102137496599]], [[-1.5419684672522453, -2.2949979934751]], [[5.0, 5.0]], [[-5.0, -4.22878831866324]], [[1.403260531226684, 0.7222274819700963]], [[-0.025061772345040874, -2.1578954633247442]], [[-5.0, -5.0]], [[2.190989924438214, 5.0]], [[1.7913274630778604, 3.5001834939698573]], [[-3.491360617109044, -3.91407855824392]], [[5.0, 3.4533823260358654]], [[2.9418107652719088, 4.189692168787888]], [[-3.5282851834358224, 0.21064892351256725]]]"
1,"[5.0, 4.044382700827251]",[-15.12226205],[605.98773795],"[array([3.09538721, 0.04316007]), array([ 0.71369076, -3.38758846]), array([0.4230101 , 0.85996995]), array([-1.47189769, -1.81835974]), array([-4.43981697,  3.47977555]), array([-0.08417107, -0.13361665])]",[1.02219193e-08],1,3.3961527044835997,7.551474162192124,[-0.892   3.9912],-621.11,"[[[3.0953872069668606, 0.043160068330151125], [0.7136907613663794, -3.3875884643156633], [0.42301010248049326, 0.8599699505552918], [-1.471897690541124, -1.8183597436310357], [-4.439816972360867, 3.479775550749369], [-0.08417107242634164, -0.1336166525756917]], [[-2.650129860297228, 2.766193534657334]], [[4.999999999999999, 5.0]], [[2.4726185360608324, 4.524775381602236]], [[5.0, 4.044382700827251]], [[-5.0, 5.0]], [[5.0, 2.1667965726613403]], [[-0.11531650181858755, 2.881404798004848]], [[1.6284062534416983, 4.823980484063527]], [[-1.7079861495721649, 0.8736265452157905]], [[3.7123707931060768, -0.03396138263136894]], [[-3.364854546731392, -0.2963432390661689]], [[-2.5442855222531016, 0.1675091390698018]], [[-0.3486330814743299, 3.9008798372757454]], [[-4.509507440925577, -0.6161467672604485]], [[-3.130533386927931, 4.458505273540039]], [[-5.0, 4.378726744451549]], [[4.611889887764288, 3.0051705824921893]], [[1.6477219411138349, 1.9423243157914194]], [[5.0, 1.1163874714003974]], [[2.7064166534725893, 3.4873609489435267]], [[-2.258252765206682, 3.39800942997803]], [[3.065806400732106, 2.51351507728461]], [[-5.0, 1.8882615626373844]], [[-2.433086298139585, 1.9081492489558707]], [[2.6072958763628193, -0.8899950315176621]], [[-0.14253839759144563, 1.4017242984994944]]]"
2,"[3.2655851371822378, 4.6537967692305955]",[797188.63568545],[797443.45568545],"[array([3.09538721, 0.04316007]), array([ 0.71369076, -3.38758846]), array([0.4230101 , 0.85996995]), array([-1.47189769, -1.81835974]), array([-4.43981697,  3.47977555]), array([-0.08417107, -0.13361665])]",[4.5429527e-06],2,3.773248512218223,8.18544249198266,[3.7408 3.7608],-254.82,"[[[3.0953872069668606, 0.043160068330151125], [0.7136907613663794, -3.3875884643156633], [0.42301010248049326, 0.8599699505552918], [-1.471897690541124, -1.8183597436310357], [-4.439816972360867, 3.479775550749369], [-0.08417107242634164, -0.1336166525756917]], [[-1.6261273417677935, -4.137178630087499]], [[-3.9392661971636924, 0.47550174048438176]], [[0.4430616247413868, 2.2555935746914946]], [[0.08580483705020699, 4.504690837617477]], [[3.2655851371822378, 4.6537967692305955]], [[-1.2707592510327632, -4.1461453738130265]], [[-1.482004248706204, 4.335281879077303]], [[1.9721542373113983, 1.1312976488331001]], [[4.115944885677991, 2.5106365645532]], [[1.9893837543007455, -2.3151938061807815]], [[-1.4004365979537232, 1.662328083788684]], [[4.239690734119269, -3.2985671731701363]], [[-2.9609311546765706, 5.0]], [[4.6158827275551415, 5.0]], [[1.39068019082699, 5.0]], [[5.0, -0.6979015678983103]], [[2.928189206649317, -5.0]], [[3.8717829315691525, -1.5911308409703349]], [[3.9133848839764247, 5.0]], [[-1.2289342551547453, 5.0]], [[5.0, 2.7439620149651973]], [[-5.0, 5.0]], [[5.0, -5.0]], [[0.9697954068674145, 3.4426321467994563]], [[5.0, 5.0]], [[5.0, -3.0600170255002235]]]"
3,"[-2.923962109993548, -3.3162683953727283]",[69865.67456656],[69809.06456656],"[array([3.09538721, 0.04316007]), array([ 0.71369076, -3.38758846]), array([0.4230101 , 0.85996995]), array([-1.47189769, -1.81835974]), array([-4.43981697,  3.47977555]), array([-0.08417107, -0.13361665])]",[6.91838181e-07],3,2.42382558582645,7.325016329209699,[-3.8512 -2.2808],56.61,"[[[3.0953872069668606, 0.043160068330151125], [0.7136907613663794, -3.3875884643156633], [0.42301010248049326, 0.8599699505552918], [-1.471897690541124, -1.8183597436310357], [-4.439816972360867, 3.479775550749369], [-0.08417107242634164, -0.1336166525756917]], [[0.36978286624291395, -1.9248933304365123]], [[-0.9372387526313438, -3.982714746602863]], [[0.5738657217369759, -4.967297409062961]], [[3.412872240777676, -4.954810974308164]], [[5.0, 5.0]], [[-3.3799752146839976, 2.5969887790833215]], [[3.890128982057979, 3.1198644382505556]], [[-2.287138380827144, 1.8969356469409975]], [[-4.808854648013707, 2.2642695743978316]], [[-3.7942278573552377, 0.35619397736831593]], [[-1.947307927400778, 2.8595970780432176]], [[-5.0, -5.0]], [[-1.1727907110123343, 5.0]], [[-2.7080072258012318, -0.18437781731961075]], [[2.567139224797715, -2.254590845848244]], [[-0.6737071801335358, 2.2260155467449176]], [[3.0201695937401123, 4.148381200196006]], [[3.685250135114086, -1.082036930036522]], [[1.3935009721035831, -0.5124352952537344]], [[-1.2359151799573962, 0.6387706229591796]], [[-5.0, -1.9533945480251351]], [[-2.3570396561764047, -4.962765332573805]], [[-3.892974484017759, -4.564361527213558]], [[2.675953630235667, -5.0]], [[-2.923962109993548, -3.3162683953727283]], [[3.2337947752311735, -2.498866901732619]]]"
4,"[-0.3158065992133298, 0.6955620137833398]",[1636.57731191],[1654.67731191],"[array([3.09538721, 0.04316007]), array([ 0.71369076, -3.38758846]), array([0.4230101 , 0.85996995]), array([-1.47189769, -1.81835974]), array([-4.43981697,  3.47977555]), array([-0.08417107, -0.13361665])]",[2.90513023e-05],4,1.004210614635356,4.717477332624055,[-0.6144  0.7192],-18.1,"[[[3.0953872069668606, 0.043160068330151125], [0.7136907613663794, -3.3875884643156633], [0.42301010248049326, 0.8599699505552918], [-1.471897690541124, -1.8183597436310357], [-4.439816972360867, 3.479775550749369], [-0.08417107242634164, -0.1336166525756917]], [[0.42891828010027117, 4.511127340884477]], [[5.0, 2.826144028179423]], [[5.0, -5.0]], [[5.0, -0.9967814980314111]], [[5.0, 0.5108771430269774]], [[5.0, 3.6953272985138]], [[-5.0, 2.3941711209464698]], [[0.012415787695210234, 3.128210572279036]], [[5.0, -3.3017024950664084]], [[1.421365732140142, -2.631187542133598]], [[-2.480350927898829, -4.553588498007036]], [[-5.0, 5.0]], [[-1.668967003263035, 1.2022199459953484]], [[4.272180047742664, -0.9705157495013284]], [[-0.3158065992133298, 0.6955620137833398]], [[-1.6003377889430899, 0.15030589764444396]], [[-1.6112574485195073, 2.209841212705882]], [[-0.2135433086140738, 0.4358696663610935]], [[3.1588129861595298, -0.47631166918836687]], [[-4.494687295453794, 2.3802381332935463]], [[-4.43314205294313, 1.653063699199024]], [[-0.26800475550011277, 1.9812016881628984]], [[2.362335165805033, -0.3408061640885433]], [[1.5020394779207422, 0.49800227660057195]], [[3.9592146954514513, 0.7953488322578255]], [[2.2260313801452165, 1.5544855535712991]]]"
5,"[3.0410662972661067, 0.9262019584119104]",[3397.09261121],[3359.32261121],"[array([3.09538721, 0.04316007]), array([ 0.71369076, -3.38758846]), array([0.4230101 , 0.85996995]), array([-1.47189769, -1.81835974]), array([-4.43981697,  3.47977555]), array([-0.08417107, -0.13361665])]",[1.82275109e-06],5,1.8450869581105147,5.703804318603665,[-0.9792  2.0592],37.77,"[[[3.0953872069668606, 0.043160068330151125], [0.7136907613663794, -3.3875884643156633], [0.42301010248049326, 0.8599699505552918], [-1.471897690541124, -1.8183597436310357], [-4.439816972360867, 3.479775550749369], [-0.08417107242634164, -0.1336166525756917]], [[-1.087105721519772, -1.8019405325996989]], [[-0.5386572193417963, 0.519474488694554]], [[-1.6193362272135916, 2.2327415504886132]], [[2.9121192772201967, 1.6154751548857125]], [[-5.0, 2.8253862091216098]], [[-2.4594330467811396, 4.247686956677929]], [[-5.0, 2.473240485407626]], [[5.0, 2.372241929339677]], [[5.0, -5.0]], [[5.0, -4.189093370529665]], [[5.0, -2.726086774400546]], [[2.5823236686112723, 0.8294307927817939]], [[-2.3080665210734574, 3.1223839539358944]], [[-4.296376020116963, 2.6612389071329945]], [[-1.5922182384968433, 3.1304066646652484]], [[1.0302412960944376, 0.06313430962704812]], [[-3.3255380834928627, 3.751705509425928]], [[2.0750958915691267, 5.0]], [[-1.6352220438555412, -5.0]], [[-5.0, -3.3136348706778467]], [[-4.269774097946251, -0.46925451501232057]], [[2.8990542270997253, -5.0]], [[-5.0, 5.0]], [[-3.0697822427406125, 1.0525361903438508]], [[-4.212349723117431, 1.4077539700966237]], [[3.0410662972661067, 0.9262019584119104]]]"
6,"[2.704219120230567, 2.021104016150243]",[5003.44083391],[5018.67083391],"[array([3.09538721, 0.04316007]), array([ 0.71369076, -3.38758846]), array([0.4230101 , 0.85996995]), array([-1.47189769, -1.81835974]), array([-4.43981697,  3.47977555]), array([-0.08417107, -0.13361665])]",[7.59637094e-07],6,1.5226789172293842,8.259569696960702,[3.576 1.488],-15.23,"[[[3.0953872069668606, 0.043160068330151125], [0.7136907613663794, -3.3875884643156633], [0.42301010248049326, 0.8599699505552918], [-1.471897690541124, -1.8183597436310357], [-4.439816972360867, 3.479775550749369], [-0.08417107242634164, -0.1336166525756917]], [[4.38714519386258, -3.498958740952085]], [[-3.34520586356558, -1.8864005650103688]], [[3.292717124818996, -1.2488164850447552]], [[-2.5701629658216287, -3.4333085945966157]], [[2.0292235214408305, 5.0]], [[3.9977276644855873, 5.0]], [[2.3866444601393497, 3.1652435002823327]], [[5.0, 0.9711442788215778]], [[3.076948747324177, -5.0]], [[5.0, 5.0]], [[5.0, -1.2348389393449577]], [[1.45235778152474, 0.7081148715779517]], [[-0.39749660427985295, -3.044160855243378]], [[1.5286565157749774, 3.5341438200689987]], [[1.6845909255315155, 2.6583658563471184]], [[-0.9457706204531179, 5.0]], [[-2.7400443136230215, 5.0]], [[3.2793900272620977, 2.15014129524263]], [[4.676327268794615, 1.7902644468467948]], [[4.832722655698412, 0.22377561544053143]], [[-4.025285064643683, 4.129385154980206]], [[-1.1763076551744553, -5.0]], [[2.704219120230567, 2.021104016150243]], [[2.0856884298215768, -5.0]], [[-2.093591023044149, 1.2456319435021213]], [[0.9417587336952933, 5.0]]]"
7,"[5.0, 1.7589347851256498]",[-86.89539348],[74.53460652],"[array([3.09538721, 0.04316007]), array([ 0.71369076, -3.38758846]), array([0.4230101 , 0.85996995]), array([-1.47189769, -1.81835974]), array([-4.43981697,  3.47977555]), array([-0.08417107, -0.13361665])]",[2.12644732e-07],7,0.33710372828861385,8.679330793192674,[ 0.5056 -3.6528],-161.43,"[[[3.0953872069668606, 0.043160068330151125], [0.7136907613663794, -3.3875884643156633], [0.42301010248049326, 0.8599699505552918], [-1.471897690541124, -1.8183597436310357], [-4.439816972360867, 3.479775550749369], [-0.08417107242634164, -0.1336166525756917]], [[2.9713410473174955, 0.08740397564672316]], [[5.0, -5.0]], [[5.0, 3.3775500330884833]], [[3.5834369160252724, -1.5042219380358857]], [[-3.2159357447710653, -3.2720705129353984]], [[1.7127935563672998, -5.0]], [[4.150672099264924, 1.1439361757838615]], [[2.1451895495664552, -1.76413027707963]], [[-3.8526250040330803, 0.10741945564565736]], [[3.138346274125985, 5.0]], [[4.381491351920982, 1.3483980263241957]], [[5.0, 1.7589347851256498]], [[1.6152616946890141, -2.9154832994131143]], [[5.0, 0.03422824859341303]], [[4.7554025526563795, 2.1292436218368858]], [[4.4797446115991, 1.111642241919153]], [[-5.0, -0.2909033230989885]], [[-0.4858478946038594, -5.0]], [[-1.8484268741916954, 4.9384011071935205]], [[-0.683843353354036, -3.9650327714885907]], [[0.16720244516028396, -2.3392770324886163]], [[3.485310329682345, -0.16253050981096795]], [[0.7005091055482889, -4.315766275147545]], [[5.0, 2.9277107545801573]], [[2.456808228137918, -2.0289409272662957]], [[4.215168615228649, -2.286375392840536]]]"
8,"[-0.5275731664713685, -0.849746983609328]",[48845.03777612],[48517.00777612],"[array([3.09538721, 0.04316007]), array([ 0.71369076, -3.38758846]), array([0.4230101 , 0.85996995]), array([-1.47189769, -1.81835974]), array([-4.43981697,  3.47977555]), array([-0.08417107, -0.13361665])]",[5.27448686e-05],8,3.2777641557220827,7.665515811361043,[3.224  3.3184],328.03,"[[[3.0953872069668606, 0.043160068330151125], [0.7136907613663794, -3.3875884643156633], [0.42301010248049326, 0.8599699505552918], [-1.471897690541124, -1.8183597436310357], [-4.439816972360867, 3.479775550749369], [-0.08417107242634164, -0.1336166525756917]], [[-2.236770966838328, 2.473684355856658]], [[4.092804579643245, 2.400125364030355]], [[-1.3081654902033861, -2.5321502928323065]], [[3.6257387427592493, -3.3341710721086097]], [[5.0, 5.0]], [[2.414023061062847, -3.645570090278426]], [[3.720582825599215, -0.04885429877392575]], [[-3.954556036736337, -3.517710202692677]], [[-3.8791994320976695, -2.606347410490489]], [[1.8315883375517037, -0.35481455703158393]], [[3.5133464220253425, 2.2036746918895225]], [[-2.1694012627537, 0.30794886409273703]], [[4.754975910358601, 1.0499359899940208]], [[-4.42973636675509, -2.0330488019984565]], [[-2.7652400554838894, 4.811772123197498]], [[-4.231856766415524, -1.4914650070533502]], [[-5.0, 1.6877459946529696]], [[0.9296088572717685, 2.354718000048705]], [[-0.5275731664713685, -0.849746983609328]], [[-2.475538207187214, -5.0]], [[-2.3497005386596768, -4.109129848113214]], [[-0.6490766507960328, 1.7368049707858502]], [[1.8877010365029623, -5.0]], [[-5.0, -4.987366364532026]], [[1.7193904092113774, -1.5647785705346247]], [[0.0347722315614324, 1.8394766636554722]]]"
9,"[-5.0, 1.716632076873408]",[3432.4956552],[3464.6256552],"[array([3.09538721, 0.04316007]), array([ 0.71369076, -3.38758846]), array([0.4230101 , 0.85996995]), array([-1.47189769, -1.81835974]), array([-4.43981697,  3.47977555]), array([-0.08417107, -0.13361665])]",[6.1157062e-06],9,1.0173252717125203,5.5740476274551884,[0.8672 1.7752],-32.13,"[[[3.0953872069668606, 0.043160068330151125], [0.7136907613663794, -3.3875884643156633], [0.42301010248049326, 0.8599699505552918], [-1.471897690541124, -1.8183597436310357], [-4.439816972360867, 3.479775550749369], [-0.08417107242634164, -0.1336166525756917]], [[5.0, 2.0145026120911536]], [[-5.0, -5.0]], [[-1.8792431144570987, 3.1695820365935283]], [[5.0, 3.5985770531996195]], [[-2.945824126862164, 2.418256417757662]], [[3.895246585491741, 1.2444031590855766]], [[0.962573366772392, 1.919519988699237]], [[4.032049636952867, -1.644795200404237]], [[-2.8835666974642598, 2.902401058868945]], [[-4.103586235545125, 4.882080638155875]], [[-4.724796792756374, 0.8072404250657782]], [[-2.208413122537198, 1.4238119428889686]], [[-5.0, -0.9494379346235193]], [[5.0, -5.0]], [[-3.202188103593836, 4.053771702058989]], [[-0.7557800506235595, 1.9906521914868667]], [[-5.0, -2.5904778423329717]], [[1.987417456842417, -0.8485627757297055]], [[-5.0, 1.716632076873408]], [[2.812198643489341, 1.488036333477795]], [[5.0, 1.3237872085445155]], [[5.0, -3.1441714140872814]], [[-0.5937472552079536, 2.4153910991695398]], [[-5.0, 2.495425099057568]], [[-3.9870028705288965, 1.5578701397858437]], [[-0.5325885009901361, -5.0]]]"
